ManagedElementType,SubNetwork,ManagedElement,eNBId,cellLocalId,NE_Name,eNBName,CellName,plmn,plmnIdList,frequency,freqBandInd,bandWidth,pci,tac,radioMode,isMultiCP,connectionState,maintainState,administrativeState,ranShareSwitch,ipAddress,mimVersion_full,mimVersion,mimVersion_8,sceneCfg,cellCapaLeveInd,cellSize,rootSequenceIndex,maxCPTransPwr,cpTransPwr,cpSpeRefSigPwr,paForDTCH,pb,networkingMode,antMapDlSeq,antMapUlSeq,retTiltValue,vid,ipAddress_1,vid_1,operState,availStatus,enDcSwch,aauName,aauName_5,vbpName,vswName,aauType,vbpType,vswType,mmModeSwch,sharedId,sharedUniqueId,mcc,mnc,refENBCUCPFunction,refENBDUFunction,refCUEUtranCell,refDUEUtranCell,refECellEquipFunc,refSectorFunction,refAauTxRxGroup,refIrRruTxRxGroup,refPrruTxRxGroup,refTxRfLink,refReplaceableUnit_Aau,refReplaceableUnit_IrRru,refReplaceableUnit_Prru,refReplaceableUnit_rru,name_Aau,name_IrRru,name_Prru,name_rru,aauNames,sharedId_Aau,sharedId_IrRru,sharedId_Prru,sharedId_rru,refBpPoolFunction,refReplaceableUnit_bbu,vbpNames,refReplaceableUnit_vsw,functionMode_bbu,isMultiAauType,isMultiVbpType,rfAppMode,refSubRack,subRackType,sharedMeUniqueId,hasSharedMe,coModePSwch,coModeBSwch,coModeISwch,cellRSPortNum,refPlmn,rruSN,bpSN,ccSN,bbuSN,rruOnAirTime,aauUnitNum,vbpUnitNum
ITBBU,441601,7906416,936369,21,龙川锦归接入网5GBBU_1,龙川锦归接入网5GBBU_1,GO_N5_4G河源龙川_锦归锦太基站01RRU3,460-11,460-11;460-01,874.2,5,10M,410,9908,FDD,0,1,0,5,1,42.50.51.178,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,816,50.0,46.9,19.2,2,1,2,1;1;1;1,1;1;1;1,0.0;0.0,200,42.50.51.178,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936369,ENBDUFunction=460-11_936369,"ENBCUCPFunction=460-11_936369,CULTE=1,CUEUtranCellFDDLTE=21","ENBDUFunction=460-11_936369,DULTE=1,DUEUtranCellFDDLTE=21","ENBDUFunction=460-11_936369,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=21-0","SupportFunction=1,SectorFunction=SF_6",,,,"Equipment=1,RfLink=22;Equipment=1,RfLink=24;Equipment=1,RfLink=21;Equipment=1,RfLink=23",,,,"Equipment=1,ReplaceableUnit=56",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936369,Plmn=1;ENBCUCPFunction=460-11_936369,Plmn=2",,,,,,1,1
ITBBU,441601,7906416,936369,23,龙川锦归接入网5GBBU_1,龙川锦归接入网5GBBU_1,GO_N5_4G河源龙川_锦归基站01RRU2,460-11,460-11;460-01,874.2,5,10M,445,9908,FDD,0,1,0,5,1,42.50.51.178,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,792,50.0,46.9,19.2,2,1,2,1;1;1;1,1;1;1;1,0.0;0.0,200,42.50.51.178,200,0,normal,0,R9254 S8500(A6A),R9254,VBPd19,VSWd0e,,VBPd,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936369,ENBDUFunction=460-11_936369,"ENBCUCPFunction=460-11_936369,CULTE=1,CUEUtranCellFDDLTE=23","ENBDUFunction=460-11_936369,DULTE=1,DUEUtranCellFDDLTE=23","ENBDUFunction=460-11_936369,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=23-0","SupportFunction=1,SectorFunction=SF_8",,,,"Equipment=1,RfLink=29;Equipment=1,RfLink=31;Equipment=1,RfLink=32;Equipment=1,RfLink=30",,,,"Equipment=1,ReplaceableUnit=58",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936369,Plmn=1;ENBCUCPFunction=460-11_936369,Plmn=2",,,,,,1,1
ITBBU,441601,7906416,936369,20,龙川锦归接入网5GBBU_1,龙川锦归接入网5GBBU_1,GO_N5_4G河源龙川_锦归锦太基站01RRU2,460-11,460-11;460-01,874.2,5,10M,409,9908,FDD,0,1,0,5,1,42.50.51.178,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,192,50.0,46.9,19.2,2,1,2,1;1;1;1,1;1;1;1,0.0;0.0,200,42.50.51.178,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936369,ENBDUFunction=460-11_936369,"ENBCUCPFunction=460-11_936369,CULTE=1,CUEUtranCellFDDLTE=20","ENBDUFunction=460-11_936369,DULTE=1,DUEUtranCellFDDLTE=20","ENBDUFunction=460-11_936369,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=20-0","SupportFunction=1,SectorFunction=SF_5",,,,"Equipment=1,RfLink=18;Equipment=1,RfLink=17;Equipment=1,RfLink=20;Equipment=1,RfLink=19",,,,"Equipment=1,ReplaceableUnit=55",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936369,Plmn=1;ENBCUCPFunction=460-11_936369,Plmn=2",,,,,,1,1
ITBBU,441601,7906416,936369,22,龙川锦归接入网5GBBU_1,龙川锦归接入网5GBBU_1,GO_N5_4G河源龙川_锦归基站01RRU1,460-11,460-11;460-01,874.2,5,10M,453,9908,FDD,0,1,0,5,1,42.50.51.178,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,804,50.0,46.9,19.2,2,1,2,1;1;1;1,1;1;1;1,0.0;0.0,200,42.50.51.178,200,0,normal,0,R9254 S8500(A6A),R9254,VBPd19,VSWd0e,,VBPd,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936369,ENBDUFunction=460-11_936369,"ENBCUCPFunction=460-11_936369,CULTE=1,CUEUtranCellFDDLTE=22","ENBDUFunction=460-11_936369,DULTE=1,DUEUtranCellFDDLTE=22","ENBDUFunction=460-11_936369,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=22-0","SupportFunction=1,SectorFunction=SF_7",,,,"Equipment=1,RfLink=25;Equipment=1,RfLink=28;Equipment=1,RfLink=27;Equipment=1,RfLink=26",,,,"Equipment=1,ReplaceableUnit=57",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936369,Plmn=1;ENBCUCPFunction=460-11_936369,Plmn=2",,,,,,1,1
ITBBU,441601,7906330,936282,22,东源叶潭支局5GBBU_2,东源叶潭支局5GBBU_2,GO_N5_4G河源东源_叶潭双坪RRU1,460-11,460-11;460-01,874.2,5,10M,11,33806,FDD,0,1,0,5,1,42.50.54.62,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,390,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.62,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936282,ENBDUFunction=460-11_936282,"ENBCUCPFunction=460-11_936282,CULTE=1,CUEUtranCellFDDLTE=22","ENBDUFunction=460-11_936282,DULTE=1,DUEUtranCellFDDLTE=22","ENBDUFunction=460-11_936282,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=22-0","SupportFunction=1,SectorFunction=SF_7",,,,"Equipment=1,RfLink=25;Equipment=1,RfLink=28;Equipment=1,RfLink=27;Equipment=1,RfLink=26",,,,"Equipment=1,ReplaceableUnit=57",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936282,Plmn=1;ENBCUCPFunction=460-11_936282,Plmn=2",,,,,,1,1
ITBBU,441601,7906330,936282,24,东源叶潭支局5GBBU_2,东源叶潭支局5GBBU_2,GO_N5_4G河源东源_叶潭双坪RRU3,460-11,460-11;460-01,874.2,5,10M,355,33806,FDD,0,1,0,5,1,42.50.54.62,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,60,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.62,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936282,ENBDUFunction=460-11_936282,"ENBCUCPFunction=460-11_936282,CULTE=1,CUEUtranCellFDDLTE=24","ENBDUFunction=460-11_936282,DULTE=1,DUEUtranCellFDDLTE=24","ENBDUFunction=460-11_936282,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=24-0","SupportFunction=1,SectorFunction=SF_9",,,,"Equipment=1,RfLink=33;Equipment=1,RfLink=35;Equipment=1,RfLink=36;Equipment=1,RfLink=34",,,,"Equipment=1,ReplaceableUnit=59",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936282,Plmn=1;ENBCUCPFunction=460-11_936282,Plmn=2",,,,,,1,1
ITBBU,441601,7906330,936282,23,东源叶潭支局5GBBU_2,东源叶潭支局5GBBU_2,GO_N5_4G河源东源_叶潭双坪RRU2,460-11,460-11;460-01,874.2,5,10M,9,33806,FDD,0,1,0,5,1,42.50.54.62,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,144,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.62,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936282,ENBDUFunction=460-11_936282,"ENBCUCPFunction=460-11_936282,CULTE=1,CUEUtranCellFDDLTE=23","ENBDUFunction=460-11_936282,DULTE=1,DUEUtranCellFDDLTE=23","ENBDUFunction=460-11_936282,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=23-0","SupportFunction=1,SectorFunction=SF_8",,,,"Equipment=1,RfLink=29;Equipment=1,RfLink=31;Equipment=1,RfLink=32;Equipment=1,RfLink=30",,,,"Equipment=1,ReplaceableUnit=58",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936282,Plmn=1;ENBCUCPFunction=460-11_936282,Plmn=2",,,,,,1,1
ITBBU,441601,7906330,936282,26,东源叶潭支局5GBBU_2,东源叶潭支局5GBBU_2,GO_N5_4G河源东源_叶潭文径基站01RRU2,460-11,460-11;460-01,874.2,5,10M,37,33806,FDD,0,1,0,5,1,42.50.54.62,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,822,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.62,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936282,ENBDUFunction=460-11_936282,"ENBCUCPFunction=460-11_936282,CULTE=1,CUEUtranCellFDDLTE=26","ENBDUFunction=460-11_936282,DULTE=1,DUEUtranCellFDDLTE=26","ENBDUFunction=460-11_936282,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=26-0","SupportFunction=1,SectorFunction=SF_61",,,,"Equipment=1,RfLink=41;Equipment=1,RfLink=42;Equipment=1,RfLink=43;Equipment=1,RfLink=44",,,,"Equipment=1,ReplaceableUnit=61",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936282,Plmn=1;ENBCUCPFunction=460-11_936282,Plmn=2",,,,,,1,1
ITBBU,441601,7906330,936282,25,东源叶潭支局5GBBU_2,东源叶潭支局5GBBU_2,GO_N5_4G河源东源_叶潭文径基站01RRU1,460-11,460-11;460-01,874.2,5,10M,36,33806,FDD,0,1,0,5,1,42.50.54.62,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,828,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.62,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936282,ENBDUFunction=460-11_936282,"ENBCUCPFunction=460-11_936282,CULTE=1,CUEUtranCellFDDLTE=25","ENBDUFunction=460-11_936282,DULTE=1,DUEUtranCellFDDLTE=25","ENBDUFunction=460-11_936282,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=25-0","SupportFunction=1,SectorFunction=SF_60",,,,"Equipment=1,RfLink=40;Equipment=1,RfLink=39;Equipment=1,RfLink=38;Equipment=1,RfLink=37",,,,"Equipment=1,ReplaceableUnit=60",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936282,Plmn=1;ENBCUCPFunction=460-11_936282,Plmn=2",,,,,,1,1
ITBBU,441601,7906330,936282,27,东源叶潭支局5GBBU_2,东源叶潭支局5GBBU_2,GO_N5_4G河源东源_叶潭文径基站01RRU3,460-11,460-11;460-01,874.2,5,10M,38,33806,FDD,0,1,0,5,1,42.50.54.62,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,768,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.62,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936282,ENBDUFunction=460-11_936282,"ENBCUCPFunction=460-11_936282,CULTE=1,CUEUtranCellFDDLTE=27","ENBDUFunction=460-11_936282,DULTE=1,DUEUtranCellFDDLTE=27","ENBDUFunction=460-11_936282,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=27-0","SupportFunction=1,SectorFunction=SF_62",,,,"Equipment=1,RfLink=46;Equipment=1,RfLink=45;Equipment=1,RfLink=47;Equipment=1,RfLink=48",,,,"Equipment=1,ReplaceableUnit=62",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936282,Plmn=1;ENBCUCPFunction=460-11_936282,Plmn=2",,,,,,1,1
ITBBU,441601,7906330,936282,19,东源叶潭支局5GBBU_2,东源叶潭支局5GBBU_2,GO_N5_4G河源东源_叶潭琏石基站01RRU1,460-11,460-11;460-01,874.2,5,10M,91,33806,FDD,0,1,0,5,1,42.50.54.62,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,702,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.62,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936282,ENBDUFunction=460-11_936282,"ENBCUCPFunction=460-11_936282,CULTE=1,CUEUtranCellFDDLTE=19","ENBDUFunction=460-11_936282,DULTE=1,DUEUtranCellFDDLTE=19","ENBDUFunction=460-11_936282,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=19-0","SupportFunction=1,SectorFunction=SF_4",,,,"Equipment=1,RfLink=13;Equipment=1,RfLink=14;Equipment=1,RfLink=16;Equipment=1,RfLink=15",,,,"Equipment=1,ReplaceableUnit=54",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936282,Plmn=1;ENBCUCPFunction=460-11_936282,Plmn=2",,,,,,1,1
ITBBU,441601,7906330,936282,18,东源叶潭支局5GBBU_2,东源叶潭支局5GBBU_2,GO_N5_4G河源东源_叶潭车田RRU3,460-11,460-11;460-01,874.2,5,10M,50,33806,FDD,0,1,0,5,1,42.50.54.62,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,708,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.62,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936282,ENBDUFunction=460-11_936282,"ENBCUCPFunction=460-11_936282,CULTE=1,CUEUtranCellFDDLTE=18","ENBDUFunction=460-11_936282,DULTE=1,DUEUtranCellFDDLTE=18","ENBDUFunction=460-11_936282,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=18-0","SupportFunction=1,SectorFunction=SF_3",,,,"Equipment=1,RfLink=9;Equipment=1,RfLink=10;Equipment=1,RfLink=12;Equipment=1,RfLink=11",,,,"Equipment=1,ReplaceableUnit=53",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936282,Plmn=1;ENBCUCPFunction=460-11_936282,Plmn=2",,,,,,1,1
ITBBU,441601,7906330,936282,20,东源叶潭支局5GBBU_2,东源叶潭支局5GBBU_2,GO_N5_4G河源东源_叶潭琏石基站01RRU2,460-11,460-11;460-01,874.2,5,10M,92,33806,FDD,0,1,0,5,1,42.50.54.62,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,762,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.62,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936282,ENBDUFunction=460-11_936282,"ENBCUCPFunction=460-11_936282,CULTE=1,CUEUtranCellFDDLTE=20","ENBDUFunction=460-11_936282,DULTE=1,DUEUtranCellFDDLTE=20","ENBDUFunction=460-11_936282,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=20-0","SupportFunction=1,SectorFunction=SF_5",,,,"Equipment=1,RfLink=18;Equipment=1,RfLink=17;Equipment=1,RfLink=20;Equipment=1,RfLink=19",,,,"Equipment=1,ReplaceableUnit=55",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936282,Plmn=1;ENBCUCPFunction=460-11_936282,Plmn=2",,,,,,1,1
ITBBU,441601,7906404,936357,27,紫金蓝塘支局5GBBU_8,紫金蓝塘支局5GBBU_8,GO_N5_4G河源紫金_蓝塘元吉RRU3,460-11,460-11;460-01,874.2,5,10M,472,33805,FDD,0,1,0,5,1,8.150.19.171,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,516,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,2.0;2.0,200,8.150.19.171,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936357,ENBDUFunction=460-11_936357,"ENBCUCPFunction=460-11_936357,CULTE=1,CUEUtranCellFDDLTE=27","ENBDUFunction=460-11_936357,DULTE=1,DUEUtranCellFDDLTE=27","ENBDUFunction=460-11_936357,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=27-0","SupportFunction=1,SectorFunction=SF_62",,,,"Equipment=1,RfLink=46;Equipment=1,RfLink=45;Equipment=1,RfLink=47;Equipment=1,RfLink=48",,,,"Equipment=1,ReplaceableUnit=62",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936357,Plmn=1;ENBCUCPFunction=460-11_936357,Plmn=2",,,,,,1,1
ITBBU,441601,7906404,936357,25,紫金蓝塘支局5GBBU_8,紫金蓝塘支局5GBBU_8,GO_N5_4G河源紫金_蓝塘元吉RRU1,460-11,460-11;460-01,874.2,5,10M,470,33805,FDD,0,1,0,5,1,8.150.19.171,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,540,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,2.0;2.0,200,8.150.19.171,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936357,ENBDUFunction=460-11_936357,"ENBCUCPFunction=460-11_936357,CULTE=1,CUEUtranCellFDDLTE=25","ENBDUFunction=460-11_936357,DULTE=1,DUEUtranCellFDDLTE=25","ENBDUFunction=460-11_936357,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=25-0","SupportFunction=1,SectorFunction=SF_60",,,,"Equipment=1,RfLink=40;Equipment=1,RfLink=39;Equipment=1,RfLink=38;Equipment=1,RfLink=37",,,,"Equipment=1,ReplaceableUnit=60",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936357,Plmn=1;ENBCUCPFunction=460-11_936357,Plmn=2",,,,,,1,1
ITBBU,441601,7906404,936357,26,紫金蓝塘支局5GBBU_8,紫金蓝塘支局5GBBU_8,GO_N5_4G河源紫金_蓝塘元吉RRU2,460-11,460-11;460-01,874.2,5,10M,471,33805,FDD,0,1,0,5,1,8.150.19.171,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,510,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,0.0;0.0,200,8.150.19.171,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936357,ENBDUFunction=460-11_936357,"ENBCUCPFunction=460-11_936357,CULTE=1,CUEUtranCellFDDLTE=26","ENBDUFunction=460-11_936357,DULTE=1,DUEUtranCellFDDLTE=26","ENBDUFunction=460-11_936357,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=26-0","SupportFunction=1,SectorFunction=SF_61",,,,"Equipment=1,RfLink=41;Equipment=1,RfLink=42;Equipment=1,RfLink=43;Equipment=1,RfLink=44",,,,"Equipment=1,ReplaceableUnit=61",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936357,Plmn=1;ENBCUCPFunction=460-11_936357,Plmn=2",,,,,,1,1
ITBBU,441601,7906416,936369,16,龙川锦归接入网5GBBU_1,龙川锦归接入网5GBBU_1,GO_N5_4G河源龙川_锦归YRRU1,460-11,460-11;460-01,874.2,5,10M,229,9908,FDD,0,1,0,5,1,42.50.51.178,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,12,50.0,46.9,19.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.51.178,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936369,ENBDUFunction=460-11_936369,"ENBCUCPFunction=460-11_936369,CULTE=1,CUEUtranCellFDDLTE=16","ENBDUFunction=460-11_936369,DULTE=1,DUEUtranCellFDDLTE=16","ENBDUFunction=460-11_936369,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=16-0","SupportFunction=1,SectorFunction=SF_1",,,,"Equipment=1,RfLink=3;Equipment=1,RfLink=4;Equipment=1,RfLink=2;Equipment=1,RfLink=1",,,,"Equipment=1,ReplaceableUnit=51",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936369,Plmn=1;ENBCUCPFunction=460-11_936369,Plmn=2",,,,,,1,1
