ManagedElementType,SubNetwork,ManagedElement,eNBId,cellLocalId,NE_Name,eNBName,CellName,plmn,plmnIdList,frequency,freqBandInd,bandWidth,pci,tac,radioMode,isMultiCP,connectionState,maintainState,administrativeState,ranShareSwitch,ipAddress,mimVersion_full,mimVersion,mimVersion_8,sceneCfg,cellCapaLeveInd,cellSize,rootSequenceIndex,maxCPTransPwr,cpTransPwr,cpSpeRefSigPwr,paForDTCH,pb,networkingMode,antMapDlSeq,antMapUlSeq,retTiltValue,vid,ipAddress_1,vid_1,operState,availStatus,enDcSwch,aauName,aauName_5,vbpName,vswName,aauType,vbpType,vswType,mmModeSwch,sharedId,sharedUniqueId,mcc,mnc,refENBCUCPFunction,refENBDUFunction,refCUEUtranCell,refDUEUtranCell,refECellEquipFunc,refSectorFunction,refAauTxRxGroup,refIrRruTxRxGroup,refPrruTxRxGroup,refTxRfLink,refReplaceableUnit_Aau,refReplaceableUnit_IrRru,refReplaceableUnit_Prru,refReplaceableUnit_rru,name_Aau,name_IrRru,name_Prru,name_rru,aauNames,sharedId_Aau,sharedId_IrRru,sharedId_Prru,sharedId_rru,refBpPoolFunction,refReplaceableUnit_bbu,vbpNames,refReplaceableUnit_vsw,functionMode_bbu,isMultiAauType,isMultiVbpType,rfAppMode,refSubRack,subRackType,sharedMeUniqueId,hasSharedMe,coModePSwch,coModeBSwch,coModeISwch,cellRSPortNum,refPlmn,rruSN,bpSN,ccSN,bbuSN,rruOnAirTime,aauUnitNum,vbpUnitNum
ITBBU,441601,7906305,936255,25,和平上陵支局5GBBU_3,和平上陵支局5GBBU_3,GO_N5_4G河源和平_翠山基站01RRU1,460-11,460-11;460-01,874.2,5,10M,238,33809,FDD,0,1,0,5,1,42.50.48.114,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,1,1,108,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,6.0;6.0,200,42.50.48.114,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936255,ENBDUFunction=460-11_936255,"ENBCUCPFunction=460-11_936255,CULTE=1,CUEUtranCellFDDLTE=25","ENBDUFunction=460-11_936255,DULTE=1,DUEUtranCellFDDLTE=25","ENBDUFunction=460-11_936255,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=25-0","SupportFunction=1,SectorFunction=SF_60",,,,"Equipment=1,RfLink=40;Equipment=1,RfLink=39;Equipment=1,RfLink=38;Equipment=1,RfLink=37",,,,"Equipment=1,ReplaceableUnit=60",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936255,Plmn=1;ENBCUCPFunction=460-11_936255,Plmn=2",,,,,,1,1
ITBBU,441601,7905685,541278,48,东源黄田支局5GBBU_4,东源黄田支局5GBBU_4,GO_N3_4G河源东源_黄田华龙大桥南(2),460-11,460-11;460-01,1850.0,3,20M,460,33806,FDD,1,1,0,5,1,8.150.18.182,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,2,2,1,76,52.0;52.0,51.9;51.9,18.2;18.2,2,1,1,"1;1;1;1,1;1;1;1","1;1;1;1,1;1;1;1",10.0;10.0;10.0;10.0,200,8.150.18.182,200,0,normal,0,R9224H M1821(ACC),R9224,VBPd24,VSWd1,,VBPd,VSWd,0,,,460,11,ENBCUCPFunction=460-11_541278,ENBDUFunction=460-11_541278,"ENBCUCPFunction=460-11_541278,CULTE=1,CUEUtranCellFDDLTE=48","ENBDUFunction=460-11_541278,DULTE=1,DUEUtranCellFDDLTE=48","ENBDUFunction=460-11_541278,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=48-1;ENBDUFunction=460-11_541278,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=49-2","SupportFunction=1,SectorFunction=SF_11;SupportFunction=1,SectorFunction=SF_12",,,,"Equipment=1,RfLink=1-1;Equipment=1,RfLink=1-2;Equipment=1,RfLink=1-3;Equipment=1,RfLink=1-4;Equipment=1,RfLink=2-5;Equipment=1,RfLink=2-6;Equipment=1,RfLink=2-7;Equipment=1,RfLink=2-8",,,,"Equipment=1,ReplaceableUnit=51;Equipment=1,ReplaceableUnit=52",,,,R9224H M1821(ACC);R9224H M1821(ACC),R9224H M1821(ACC);R9224H M1821(ACC),,,,,"SupportFunction=1,BpPoolFunction=BF_8;SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8;Equipment=1,ReplaceableUnit=VBP_1_8",VBPd24;VBPd24,"Equipment=1,ReplaceableUnit=VSW_1_1",233486,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,2,"ENBCUCPFunction=460-11_541278,Plmn=1;ENBCUCPFunction=460-11_541278,Plmn=2",,,,,,2,1
ITBBU,441601,7906343,936295,16,东源康禾支局5GBBU_4,东源康禾支局5GBBU_4,GO_N5_4G河源东源_河惠莞高速社角RRU1,460-11,460-11;460-01,874.2,5,10M,42,33806,FDD,0,1,0,5,1,42.50.54.50,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,1,1,702,50.0,48.9,21.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.50,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936295,ENBDUFunction=460-11_936295,"ENBCUCPFunction=460-11_936295,CULTE=1,CUEUtranCellFDDLTE=16","ENBDUFunction=460-11_936295,DULTE=1,DUEUtranCellFDDLTE=16","ENBDUFunction=460-11_936295,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=16-0","SupportFunction=1,SectorFunction=SF_1",,,,"Equipment=1,RfLink=3;Equipment=1,RfLink=4;Equipment=1,RfLink=2;Equipment=1,RfLink=1",,,,"Equipment=1,ReplaceableUnit=51",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936295,Plmn=1;ENBCUCPFunction=460-11_936295,Plmn=2",,,,,,1,1
ITBBU,441601,7906343,936295,26,东源康禾支局5GBBU_4,东源康禾支局5GBBU_4,GO_N5_4G河源东源_河惠莞高速径子口RRU2,460-11,460-11;460-01,874.2,5,10M,45,33806,FDD,0,1,0,5,1,42.50.54.50,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,1,1,762,50.0,48.9,21.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.50,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936295,ENBDUFunction=460-11_936295,"ENBCUCPFunction=460-11_936295,CULTE=1,CUEUtranCellFDDLTE=26","ENBDUFunction=460-11_936295,DULTE=1,DUEUtranCellFDDLTE=26","ENBDUFunction=460-11_936295,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=26-0","SupportFunction=1,SectorFunction=SF_61",,,,"Equipment=1,RfLink=41;Equipment=1,RfLink=42;Equipment=1,RfLink=43;Equipment=1,RfLink=44",,,,"Equipment=1,ReplaceableUnit=61",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936295,Plmn=1;ENBCUCPFunction=460-11_936295,Plmn=2",,,,,,1,1
ITBBU,441601,7906343,936295,21,东源康禾支局5GBBU_4,东源康禾支局5GBBU_4,GO_N5_4G河源东源_河惠莞赤竹RRU2,460-11,460-11;460-01,874.2,5,10M,299,33806,FDD,0,1,0,5,1,42.50.54.50,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,1,1,606,50.0,48.9,21.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.50,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936295,ENBDUFunction=460-11_936295,"ENBCUCPFunction=460-11_936295,CULTE=1,CUEUtranCellFDDLTE=21","ENBDUFunction=460-11_936295,DULTE=1,DUEUtranCellFDDLTE=21","ENBDUFunction=460-11_936295,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=21-0","SupportFunction=1,SectorFunction=SF_6",,,,"Equipment=1,RfLink=22;Equipment=1,RfLink=24;Equipment=1,RfLink=21;Equipment=1,RfLink=23",,,,"Equipment=1,ReplaceableUnit=56",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936295,Plmn=1;ENBCUCPFunction=460-11_936295,Plmn=2",,,,,,1,1
ITBBU,441601,7906343,936295,25,东源康禾支局5GBBU_4,东源康禾支局5GBBU_4,GO_N5_4G河源东源_河惠莞高速径子口RRU1,460-11,460-11;460-01,874.2,5,10M,44,33806,FDD,0,1,0,5,1,42.50.54.50,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,1,1,732,50.0,48.9,21.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.50,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936295,ENBDUFunction=460-11_936295,"ENBCUCPFunction=460-11_936295,CULTE=1,CUEUtranCellFDDLTE=25","ENBDUFunction=460-11_936295,DULTE=1,DUEUtranCellFDDLTE=25","ENBDUFunction=460-11_936295,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=25-0","SupportFunction=1,SectorFunction=SF_60",,,,"Equipment=1,RfLink=40;Equipment=1,RfLink=39;Equipment=1,RfLink=38;Equipment=1,RfLink=37",,,,"Equipment=1,ReplaceableUnit=60",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936295,Plmn=1;ENBCUCPFunction=460-11_936295,Plmn=2",,,,,,1,1
ITBBU,441601,7906334,936286,22,连平县局5GBBU_33,连平县局5GBBU_33,GO_N5_4G河源连平_明珠花园基站01RRU1,460-11,460-11;460-01,874.2,5,10M,191,33794,FDD,0,1,0,5,1,42.50.50.70,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,780,50.0,48.9,21.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.50.70,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936286,ENBDUFunction=460-11_936286,"ENBCUCPFunction=460-11_936286,CULTE=1,CUEUtranCellFDDLTE=22","ENBDUFunction=460-11_936286,DULTE=1,DUEUtranCellFDDLTE=22","ENBDUFunction=460-11_936286,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=22-0","SupportFunction=1,SectorFunction=SF_7",,,,"Equipment=1,RfLink=25;Equipment=1,RfLink=26;Equipment=1,RfLink=27;Equipment=1,RfLink=28",,,,"Equipment=1,ReplaceableUnit=57",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936286,Plmn=1;ENBCUCPFunction=460-11_936286,Plmn=2",,,,,,1,1
ITBBU,441601,7906343,936295,22,东源康禾支局5GBBU_4,东源康禾支局5GBBU_4,GO_N5_4G河源东源_河惠莞大邪RRU1,460-11,460-11;460-01,874.2,5,10M,301,33806,FDD,0,1,0,5,1,42.50.54.50,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,624,50.0,48.9,21.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.50,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936295,ENBDUFunction=460-11_936295,"ENBCUCPFunction=460-11_936295,CULTE=1,CUEUtranCellFDDLTE=22","ENBDUFunction=460-11_936295,DULTE=1,DUEUtranCellFDDLTE=22","ENBDUFunction=460-11_936295,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=22-0","SupportFunction=1,SectorFunction=SF_7",,,,"Equipment=1,RfLink=25;Equipment=1,RfLink=28;Equipment=1,RfLink=27;Equipment=1,RfLink=26",,,,"Equipment=1,ReplaceableUnit=57",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936295,Plmn=1;ENBCUCPFunction=460-11_936295,Plmn=2",,,,,,1,1
ITBBU,441601,7906343,936295,23,东源康禾支局5GBBU_4,东源康禾支局5GBBU_4,GO_N5_4G河源东源_河惠莞大邪RRU2,460-11,460-11;460-01,874.2,5,10M,302,33806,FDD,0,1,0,5,1,42.50.54.50,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,768,50.0,48.9,21.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.50,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936295,ENBDUFunction=460-11_936295,"ENBCUCPFunction=460-11_936295,CULTE=1,CUEUtranCellFDDLTE=23","ENBDUFunction=460-11_936295,DULTE=1,DUEUtranCellFDDLTE=23","ENBDUFunction=460-11_936295,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=23-0","SupportFunction=1,SectorFunction=SF_8",,,,"Equipment=1,RfLink=29;Equipment=1,RfLink=31;Equipment=1,RfLink=32;Equipment=1,RfLink=30",,,,"Equipment=1,ReplaceableUnit=58",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936295,Plmn=1;ENBCUCPFunction=460-11_936295,Plmn=2",,,,,,1,1
ITBBU,441601,7906343,936295,24,东源康禾支局5GBBU_4,东源康禾支局5GBBU_4,GO_N5_4G河源东源_河惠莞大邪RRU3,460-11,460-11;460-01,874.2,5,10M,303,33806,FDD,0,1,0,5,1,42.50.54.50,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,822,50.0,48.9,21.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.54.50,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd1,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936295,ENBDUFunction=460-11_936295,"ENBCUCPFunction=460-11_936295,CULTE=1,CUEUtranCellFDDLTE=24","ENBDUFunction=460-11_936295,DULTE=1,DUEUtranCellFDDLTE=24","ENBDUFunction=460-11_936295,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=24-0","SupportFunction=1,SectorFunction=SF_9",,,,"Equipment=1,RfLink=33;Equipment=1,RfLink=35;Equipment=1,RfLink=36;Equipment=1,RfLink=34",,,,"Equipment=1,ReplaceableUnit=59",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936295,Plmn=1;ENBCUCPFunction=460-11_936295,Plmn=2",,,,,,1,1
ITBBU,441601,7906083,542394,1,连平县局5GBBU_19,市区公园局5GBBU_27,GS_N1_4G河源连平_南粤交通龙连高速公路管理处RRU1,460-11,460-11;460-01,2120.0,1,20M,51,33811,FDD,0,1,0,5,1,42.50.44.138,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,1,1,780,46.0,42.9,12.2,2,1,2,1;0;0;1,1;0;0;1,,200,42.50.44.138,200,0,normal,0,R8862A S2100(A4A),R8862,VBPd04,VSWd1,,VBPd,VSWd,0,,,460,11,ENBCUCPFunction=460-11_542394,ENBDUFunction=460-11_542394,"ENBCUCPFunction=460-11_542394,CULTE=1,CUEUtranCellFDDLTE=1","ENBDUFunction=460-11_542394,DULTE=1,DUEUtranCellFDDLTE=1","ENBDUFunction=460-11_542394,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=1-1","SupportFunction=1,SectorFunction=SF_1",,,,"Equipment=1,RfLink=1-1;Equipment=1,RfLink=1-4",,,,"Equipment=1,ReplaceableUnit=51",,,,R8862A S2100(A4A),R8862A S2100(A4A),,,,,"SupportFunction=1,BpPoolFunction=BF_7","Equipment=1,ReplaceableUnit=VBP_1_7",VBPd04,"Equipment=1,ReplaceableUnit=VSW_1_1",167946,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_542394,Plmn=1;ENBCUCPFunction=460-11_542394,Plmn=2",,,,,,1,1
ITBBU,441601,7906083,542394,2,连平县局5GBBU_19,市区公园局5GBBU_27,GS_N1_4G河源连平_南粤交通龙连高速公路管理处RRU2,460-11,460-11;460-01,2120.0,1,20M,52,33811,FDD,0,1,0,5,1,42.50.44.138,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,1,1,774,46.0,42.9,12.2,2,1,2,1;0;0;1,1;0;0;1,,200,42.50.44.138,200,0,normal,0,R8862A S2100(A4A),R8862,VBPd04,VSWd1,,VBPd,VSWd,0,,,460,11,ENBCUCPFunction=460-11_542394,ENBDUFunction=460-11_542394,"ENBCUCPFunction=460-11_542394,CULTE=1,CUEUtranCellFDDLTE=2","ENBDUFunction=460-11_542394,DULTE=1,DUEUtranCellFDDLTE=2","ENBDUFunction=460-11_542394,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=2-2","SupportFunction=1,SectorFunction=SF_2",,,,"Equipment=1,RfLink=2-5;Equipment=1,RfLink=2-8",,,,"Equipment=1,ReplaceableUnit=52",,,,R8862A S2100(A4A),R8862A S2100(A4A),,,,,"SupportFunction=1,BpPoolFunction=BF_7","Equipment=1,ReplaceableUnit=VBP_1_7",VBPd04,"Equipment=1,ReplaceableUnit=VSW_1_1",167946,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_542394,Plmn=1;ENBCUCPFunction=460-11_542394,Plmn=2",,,,,,1,1
ITBBU,441601,7906350,936302,19,龙川谷前支局5GBBU_1,龙川谷前支局5GBBU_1,GO_N5_4G河源龙川_铁场黄花RRU1,460-11,460-11;460-01,874.2,5,10M,104,33796,FDD,0,1,0,5,1,8.150.24.194,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,570,50.0,49.9,22.2,2,1,1,1;1;1;1,1;1;1;1,0.0;0.0,200,8.150.24.194,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936302,ENBDUFunction=460-11_936302,"ENBCUCPFunction=460-11_936302,CULTE=1,CUEUtranCellFDDLTE=19","ENBDUFunction=460-11_936302,DULTE=1,DUEUtranCellFDDLTE=19","ENBDUFunction=460-11_936302,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=19-0","SupportFunction=1,SectorFunction=SF_4",,,,"Equipment=1,RfLink=13;Equipment=1,RfLink=14;Equipment=1,RfLink=16;Equipment=1,RfLink=15",,,,"Equipment=1,ReplaceableUnit=54",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936302,Plmn=1;ENBCUCPFunction=460-11_936302,Plmn=2",,,,,,1,1
ITBBU,441601,7906350,936302,21,龙川谷前支局5GBBU_1,龙川谷前支局5GBBU_1,GO_N5_4G河源龙川_铁场黄花RRU3,460-11,460-11;460-01,874.2,5,10M,4,33796,FDD,0,1,0,5,1,8.150.24.194,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,432,50.0,49.9,22.2,2,1,1,1;1;1;1,1;1;1;1,0.0;0.0,200,8.150.24.194,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936302,ENBDUFunction=460-11_936302,"ENBCUCPFunction=460-11_936302,CULTE=1,CUEUtranCellFDDLTE=21","ENBDUFunction=460-11_936302,DULTE=1,DUEUtranCellFDDLTE=21","ENBDUFunction=460-11_936302,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=21-0","SupportFunction=1,SectorFunction=SF_6",,,,"Equipment=1,RfLink=22;Equipment=1,RfLink=24;Equipment=1,RfLink=21;Equipment=1,RfLink=23",,,,"Equipment=1,ReplaceableUnit=56",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936302,Plmn=1;ENBCUCPFunction=460-11_936302,Plmn=2",,,,,,1,1
ITBBU,441601,7906350,936302,20,龙川谷前支局5GBBU_1,龙川谷前支局5GBBU_1,GO_N5_4G河源龙川_铁场黄花RRU2,460-11,460-11;460-01,874.2,5,10M,105,33796,FDD,0,1,0,5,1,8.150.24.194,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,438,50.0,49.9,22.2,2,1,1,1;1;1;1,1;1;1;1,0.0;0.0,200,8.150.24.194,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936302,ENBDUFunction=460-11_936302,"ENBCUCPFunction=460-11_936302,CULTE=1,CUEUtranCellFDDLTE=20","ENBDUFunction=460-11_936302,DULTE=1,DUEUtranCellFDDLTE=20","ENBDUFunction=460-11_936302,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=20-0","SupportFunction=1,SectorFunction=SF_5",,,,"Equipment=1,RfLink=18;Equipment=1,RfLink=17;Equipment=1,RfLink=20;Equipment=1,RfLink=19",,,,"Equipment=1,ReplaceableUnit=55",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936302,Plmn=1;ENBCUCPFunction=460-11_936302,Plmn=2",,,,,,1,1
ITBBU,441601,7906299,936248,16,龙川赤光支局5GBBU_2,龙川赤光支局5GBBU_2,GO_N5_4G河源龙川_赤光浮下RRU1,460-11,460-11;460-01,874.2,5,10M,67,9992,FDD,0,1,0,5,1,8.150.24.188,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,1,1,24,50.0,46.9,19.2,2,1,2,1;1;1;1,1;1;1;1,0.0;0.0,200,8.150.24.188,200,0,normal,0,R9254 S8500(A6A),R9254,VBPd19,VSWd0,,VBPd,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936248,ENBDUFunction=460-11_936248,"ENBCUCPFunction=460-11_936248,CULTE=1,CUEUtranCellFDDLTE=16","ENBDUFunction=460-11_936248,DULTE=1,DUEUtranCellFDDLTE=16","ENBDUFunction=460-11_936248,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=16-0","SupportFunction=1,SectorFunction=SF_1",,,,"Equipment=1,RfLink=3;Equipment=1,RfLink=4;Equipment=1,RfLink=2;Equipment=1,RfLink=1",,,,"Equipment=1,ReplaceableUnit=51",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936248,Plmn=1;ENBCUCPFunction=460-11_936248,Plmn=2",,,,,,1,1
ITBBU,441601,7906299,936248,17,龙川赤光支局5GBBU_2,龙川赤光支局5GBBU_2,GO_N5_4G河源龙川_赤光浮下RRU2,460-11,460-11;460-01,874.2,5,10M,68,9992,FDD,0,1,0,5,1,8.150.24.188,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,18,50.0,46.9,19.2,2,1,2,1;1;1;1,1;1;1;1,0.0;0.0;0.0;0.0,200,8.150.24.188,200,0,normal,0,R9254 S8500(A6A),R9254,VBPd19,VSWd0,,VBPd,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936248,ENBDUFunction=460-11_936248,"ENBCUCPFunction=460-11_936248,CULTE=1,CUEUtranCellFDDLTE=17","ENBDUFunction=460-11_936248,DULTE=1,DUEUtranCellFDDLTE=17","ENBDUFunction=460-11_936248,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=17-0","SupportFunction=1,SectorFunction=SF_2",,,,"Equipment=1,RfLink=5;Equipment=1,RfLink=6;Equipment=1,RfLink=8;Equipment=1,RfLink=7",,,,"Equipment=1,ReplaceableUnit=52",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936248,Plmn=1;ENBCUCPFunction=460-11_936248,Plmn=2",,,,,,1,1
