ManagedElementType,SubNetwork,ManagedElement,eNBId,cellLocalId,NE_Name,eNBName,cellName,enbci,cgi,mcc,mnc,plmn,earfcnDl,frequency,freqBandInd,pci,tac,cellSize,cellRSPortNum,maxCPTransPwr,cpTransPwr,cpSpeRefSigPwr,mimVersion,mimVersion_8,mimVersion_Range,connectionState,maintainState,administrativeState,ranShareSwitch,networkingMode,ipAddress,refENBFunctionNBIoT,refEUtranCellNBIoT,refECellEquipFunc,refPlmn,rfAppMode,refRfDevice,refBpDevice,rruNames,rruName_5,rruRadioMode,bbuName,functionMode,fiberNum,fiberRate,fiberCascade,McDeviceSet,ccName,aauUnitNum,vbpUnitNum,rruSN,bpSN,ccSN,bbuSN,rruOnAirTime,plmnIdList
SDR,441651,542448,542448,80,东源义合高速路口YF_800M（工程）,东源义合高速路口YF_800M（工程）,东源义合高速路口YF_NB_0（工程）,542448-80,460-11-542448-80,460,11,460-11,869.5,869.5,5,390,33914,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.14.71,ENBFunctionNBIoT=542448,"ENBFunctionNBIoT=542448,EUtranCellNBIoT=15","ENBFunctionNBIoT=542448,ECellEquipmentFunctionNB=1","Operator=2,Plmn=1",0,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,20481,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542591,542591,80,市区卫生学校实训楼_800M(CL双模)（工程）,ENBFunctionNBIoT,市区卫生学校实训楼F_800M(CL双模)_0（工程）,542591-80,460-11-542591-80,460,11,460-11,869.5,869.5,5,408,33907,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,0,3,8.150.5.58,ENBFunctionNBIoT=542591,"ENBFunctionNBIoT=542591,EUtranCellNBIoT=20","ENBFunctionNBIoT=542591,ECellEquipmentFunctionNB=1","Operator=1,Plmn=1",0,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=3,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409097,0,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,542454,542454,83,紫金临江支局BBU12_800M（工程）,紫金临江支局BBU12_800M（工程）,紫金临江禾坑YF_NB_1（工程）,542454-83,460-11-542454-83,460,11,460-11,869.1,869.1,5,352,33910,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.23.10,ENBFunctionNBIoT=542454,"ENBFunctionNBIoT=542454,EUtranCellNBIoT=18","ENBFunctionNBIoT=542454,ECellEquipmentFunctionNB=4","Operator=2,Plmn=1",0,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542501,542501,80,连平三角2号生活区F,ENBFunctionNBIoT,连平三角2号生活区F_NB_0（工程）,542501-80,460-11-542501-80,460,11,460-11,869.3,869.3,5,72,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,0,3,8.150.17.41,ENBFunctionNBIoT=542501,"ENBFunctionNBIoT=542501,EUtranCellNBIoT=20","ENBFunctionNBIoT=542501,ECellEquipmentFunctionNB=4","Operator=2,Plmn=1",0,"Equipment=1,Rack=57,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,541078,541078,81,龙川通衢LF,ENBFunctionNBIoT,龙川通衢LF_NB_1（工程）,541078-81,460-11-541078-81,460,11,460-11,869.1,869.1,5,322,33916,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.20.3,ENBFunctionNBIoT=541078,"ENBFunctionNBIoT=541078,EUtranCellNBIoT=17","ENBFunctionNBIoT=541078,ECellEquipmentFunctionNB=5","Operator=2,Plmn=1",0,"Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,542448,542448,81,东源义合高速路口YF_800M（工程）,东源义合高速路口YF_800M（工程）,东源义合高速路口YF_NB_1（工程）,542448-81,460-11-542448-81,460,11,460-11,869.1,869.1,5,391,33914,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.14.71,ENBFunctionNBIoT=542448,"ENBFunctionNBIoT=542448,EUtranCellNBIoT=16","ENBFunctionNBIoT=542448,ECellEquipmentFunctionNB=2","Operator=2,Plmn=1",0,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,20481,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,542454,542454,80,紫金临江支局BBU12_800M（工程）,紫金临江支局BBU12_800M（工程）,紫金临江大桥桥头TF_NB_0（工程）,542454-80,460-11-542454-80,460,11,460-11,869.5,869.5,5,354,33910,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.23.10,ENBFunctionNBIoT=542454,"ENBFunctionNBIoT=542454,EUtranCellNBIoT=15","ENBFunctionNBIoT=542454,ECellEquipmentFunctionNB=1","Operator=2,Plmn=1",0,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,542454,542454,81,紫金临江支局BBU12_800M（工程）,紫金临江支局BBU12_800M（工程）,紫金临江大桥桥头TF_NB_1（工程）,542454-81,460-11-542454-81,460,11,460-11,869.1,869.1,5,355,33910,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.23.10,ENBFunctionNBIoT=542454,"ENBFunctionNBIoT=542454,EUtranCellNBIoT=16","ENBFunctionNBIoT=542454,ECellEquipmentFunctionNB=2","Operator=2,Plmn=1",0,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542430,542430,81,和平上陵LF_800M（工程）,ENBFunctionNBIoT,和平上陵LF_NB_1（工程）,542430-81,460-11-542430-81,460,11,460-11,869.1,869.1,5,457,33917,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.22.134,ENBFunctionNBIoT=542430,"ENBFunctionNBIoT=542430,EUtranCellNBIoT=17","ENBFunctionNBIoT=542430,ECellEquipmentFunctionNB=2","Operator=2,Plmn=1",0,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,540701,540701,81,东源仙塘华益陶瓷厂F,ENBFunctionNBIoT,东源仙塘华益陶瓷厂F_NB_1（工程）,540701-81,460-11-540701-81,460,11,460-11,869.3,869.3,5,67,33908,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.14.7,ENBFunctionNBIoT=540701,"ENBFunctionNBIoT=540701,EUtranCellNBIoT=21","ENBFunctionNBIoT=540701,ECellEquipmentFunctionNB=5","Operator=2,Plmn=1",0,"Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,0,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542591,542591,82,市区卫生学校实训楼_800M(CL双模)（工程）,ENBFunctionNBIoT,市区卫生学校实训楼F_800M(CL双模)_2（工程）,542591-82,460-11-542591-82,460,11,460-11,869.5,869.5,5,482,33907,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,0,3,8.150.5.58,ENBFunctionNBIoT=542591,"ENBFunctionNBIoT=542591,EUtranCellNBIoT=22","ENBFunctionNBIoT=542591,ECellEquipmentFunctionNB=3","Operator=1,Plmn=1",0,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=3,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409097,0,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542470,542470,80,紫金古竹榴坑F_800M（工程）,ENBFunctionNBIoT,紫金古竹榴坑F_NB_0（工程）,542470-80,460-11-542470-80,460,11,460-11,869.5,869.5,5,279,33910,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.19.16,ENBFunctionNBIoT=542470,"ENBFunctionNBIoT=542470,EUtranCellNBIoT=16","ENBFunctionNBIoT=542470,ECellEquipmentFunctionNB=1","Operator=2,Plmn=1",0,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542535,542535,83,东源下围新村LF_800M（工程）,东源下围新村LF_800M（工程）,东源下围新村2F_NB_1（工程）,542535-83,460-11-542535-83,460,11,460-11,869.5,869.5,5,417,33914,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.18.26,ENBFunctionNBIoT=542535,"ENBFunctionNBIoT=542535,EUtranCellNBIoT=10","ENBFunctionNBIoT=542535,ECellEquipmentFunctionNB=4","Operator=2,Plmn=1",0,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542430,542430,82,和平上陵LF_800M（工程）,ENBFunctionNBIoT,和平上陵LF_NB_2（工程）,542430-82,460-11-542430-82,460,11,460-11,869.3,869.3,5,458,33917,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.22.134,ENBFunctionNBIoT=542430,"ENBFunctionNBIoT=542430,EUtranCellNBIoT=18","ENBFunctionNBIoT=542430,ECellEquipmentFunctionNB=3","Operator=2,Plmn=1",0,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542591,542591,84,市区卫生学校实训楼_800M(CL双模)（工程）,ENBFunctionNBIoT,市区卫生学校至美楼F_800M(CL双模)_1（工程）,542591-84,460-11-542591-84,460,11,460-11,869.3,869.3,5,484,33907,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,0,3,8.150.5.58,ENBFunctionNBIoT=542591,"ENBFunctionNBIoT=542591,EUtranCellNBIoT=24","ENBFunctionNBIoT=542591,ECellEquipmentFunctionNB=5","Operator=1,Plmn=1",0,"Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=3,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409097,0,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542535,542535,80,东源下围新村LF_800M（工程）,东源下围新村LF_800M（工程）,东源下围新村LF_NB_0（工程）,542535-80,460-11-542535-80,460,11,460-11,869.5,869.5,5,399,33915,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.18.26,ENBFunctionNBIoT=542535,"ENBFunctionNBIoT=542535,EUtranCellNBIoT=7","ENBFunctionNBIoT=542535,ECellEquipmentFunctionNB=1","Operator=2,Plmn=1",0,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542535,542535,81,东源下围新村LF_800M（工程）,东源下围新村LF_800M（工程）,东源下围新村LF_NB_1（工程）,542535-81,460-11-542535-81,460,11,460-11,869.1,869.1,5,400,33915,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.18.26,ENBFunctionNBIoT=542535,"ENBFunctionNBIoT=542535,EUtranCellNBIoT=8","ENBFunctionNBIoT=542535,ECellEquipmentFunctionNB=2","Operator=2,Plmn=1",0,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542535,542535,82,东源下围新村LF_800M（工程）,东源下围新村LF_800M（工程）,东源下围新村2F_NB_0（工程）,542535-82,460-11-542535-82,460,11,460-11,869.3,869.3,5,374,33914,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.18.26,ENBFunctionNBIoT=542535,"ENBFunctionNBIoT=542535,EUtranCellNBIoT=9","ENBFunctionNBIoT=542535,ECellEquipmentFunctionNB=3","Operator=2,Plmn=1",0,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542554,542554,81,龙川宝通工业园F_800M(CL双模)（工程）,ENBFunctionNBIoT,龙川宝通工业园F_NB(CL双模)_1（工程）,542554-81,460-11-542554-81,460,11,460-11,869.3,869.3,5,405,33916,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.20.10,ENBFunctionNBIoT=542554,"ENBFunctionNBIoT=542554,EUtranCellNBIoT=11","ENBFunctionNBIoT=542554,ECellEquipmentFunctionNB=2","Operator=1,Plmn=1",0,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=3,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,0,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542554,542554,80,龙川宝通工业园F_800M(CL双模)（工程）,ENBFunctionNBIoT,龙川宝通工业园F_NB(CL双模)_0（工程）,542554-80,460-11-542554-80,460,11,460-11,869.3,869.3,5,407,33916,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.20.10,ENBFunctionNBIoT=542554,"ENBFunctionNBIoT=542554,EUtranCellNBIoT=10","ENBFunctionNBIoT=542554,ECellEquipmentFunctionNB=1","Operator=1,Plmn=1",0,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=3,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,0,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542486,542486,81,市区黄子洞支局LBBU4(原C网BBU:911-市区黄子洞（赤岭下高速、怡华豪庭）),ENBFunctionNBIoT,市区黄子洞支局F_NB(CL双模)_0（工程）,542486-81,460-11-542486-81,460,11,460-11,869.1,869.1,5,154,33905,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.3.155,ENBFunctionNBIoT=542486,"ENBFunctionNBIoT=542486,EUtranCellNBIoT=5","ENBFunctionNBIoT=542486,ECellEquipmentFunctionNB=2","Operator=1,Plmn=1",0,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=3,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,0,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,541078,541078,82,龙川通衢LF,ENBFunctionNBIoT,龙川通衢LF_NB_2（工程）,541078-82,460-11-541078-82,460,11,460-11,869.3,869.3,5,323,33916,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.20.3,ENBFunctionNBIoT=541078,"ENBFunctionNBIoT=541078,EUtranCellNBIoT=18","ENBFunctionNBIoT=541078,ECellEquipmentFunctionNB=6","Operator=2,Plmn=1",0,"Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,541078,541078,80,龙川通衢LF,ENBFunctionNBIoT,龙川通衢LF_NB_0（工程）,541078-80,460-11-541078-80,460,11,460-11,869.5,869.5,5,321,33916,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.20.3,ENBFunctionNBIoT=541078,"ENBFunctionNBIoT=541078,EUtranCellNBIoT=16","ENBFunctionNBIoT=541078,ECellEquipmentFunctionNB=4","Operator=2,Plmn=1",0,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542486,542486,82,市区黄子洞支局LBBU4(原C网BBU:911-市区黄子洞（赤岭下高速、怡华豪庭）),ENBFunctionNBIoT,市区黄子洞支局F_NB(CL双模)_1（工程）,542486-82,460-11-542486-82,460,11,460-11,869.3,869.3,5,155,33905,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.3.155,ENBFunctionNBIoT=542486,"ENBFunctionNBIoT=542486,EUtranCellNBIoT=6","ENBFunctionNBIoT=542486,ECellEquipmentFunctionNB=3","Operator=1,Plmn=1",0,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=3,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,0,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,540763,540763,84,连平忠信嘉州宾馆LF,ENBFunctionNBIoT,连平忠信嘉州宾馆LF_NB_1（工程）,540763-84,460-11-540763-84,460,11,460-11,869.1,869.1,5,4,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.17.4,ENBFunctionNBIoT=540763,"ENBFunctionNBIoT=540763,EUtranCellNBIoT=19","ENBFunctionNBIoT=540763,ECellEquipmentFunctionNB=8","Operator=2,Plmn=1",0,"Equipment=1,Rack=58,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,540799,540799,80,龙川泰华城F,ENBFunctionNBIoT,龙川水贝和大福F_NB_0（工程）,540799-80,460-11-540799-80,460,11,460-11,869.5,869.5,5,414,33916,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.16.12,ENBFunctionNBIoT=540799,"ENBFunctionNBIoT=540799,EUtranCellNBIoT=15","ENBFunctionNBIoT=540799,ECellEquipmentFunctionNB=4","Operator=2,Plmn=1",0,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,20481,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542498,542498,85,东源仙塘新局LBBU11(原C网BBU:218-东源仙塘新局(东源胜业苑)),ENBFunctionNBIoT,东源鹏达科技厂宿舍楼_NB_0-XJ,542498-85,460-11-542498-85,460,11,460-11,869.5,869.5,5,480,33907,1,1,31.0,31.0,20.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.14.74,ENBFunctionNBIoT=542498,"ENBFunctionNBIoT=542498,EUtranCellNBIoT=16","ENBFunctionNBIoT=542498,ECellEquipmentFunctionNB=6","Operator=1,Plmn=1",0,"Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=3,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409097,0,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,540722,540722,82,市区扬子坑F,ENBFunctionNBIoT,市区扬子坑F_NB_2（工程）,540722-82,460-11-540722-82,460,11,460-11,869.3,869.3,5,413,33909,1,1,40.0,40.0,29.2,V6.10.10.00,V6.10.10,V6.10.10.00,1,0,5,1,3,8.150.9.130,ENBFunctionNBIoT=540722,"ENBFunctionNBIoT=540722,EUtranCellNBIoT=18","ENBFunctionNBIoT=540722,ECellEquipmentFunctionNB=6","Operator=2,Plmn=1",0,"Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,0,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
