ManagedElementType,SubNetwork,ManagedElement,eNBId,cellLocalId,NE_Name,eNBName,cellName,enbci,cgi,plmn,frequency,freqBandInd,pci,tac,aauName,aauName_5,vbpName,vswName,aauType,vbpType,vswType,mimVersion,mimVersion_8,mimVersion_Range,cellSize,maxCPTransPwr,cpTransPwr,cpSpeRefSigPwr,rfAppMode,operState,availStatus,connectionState,maintainState,networkingMode,ipAddress,administrativeState,ranShareSwitch,refENBCUCPFunction,refENBCUUPFunction,refENBDUFunction,refCUEUtranCellNBIoT,refDUEUtranCellNBIoT,refECellEquipmentFunctionNB,refSectorFunction,refAauTxRxGroup,refIrRruTxRxGroup,refPrruTxRxGroup,refTxRfLink,refReplaceableUnit_Aau,refReplaceableUnit_IrRru,refReplaceableUnit_Prru,refReplaceableUnit_rru,name_Aau,name_IrRru,name_Prru,name_rru,aauNames,refBpPoolFunction,refReplaceableUnit_bbu,vbpNames,refReplaceableUnit_vsw,functionMode_bbu,refSubRack,subRackType,cellRSPortNum,earfcnDl,aauUnitNum,vbpUnitNum,rruSN,bpSN,ccSN,bbuSN,rruOnAirTime,plmnIdList
ITBBU,441601,7906406,936359,85,龙川岩镇支局5GBBU_2,龙川岩镇支局5GBBU_2,GO_N5_河源龙川_岩镇前塘口NBRRU3,936359-85,460-11-936359-85,460-11,869.3,5,228,33916,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.23.162,5,1,ENBCUCPFunction=460-11_936359,ENBCUUPFunction=460-11_936359,ENBDUFunction=460-11_936359,"ENBCUCPFunction=460-11_936359,CUNBIOT=1,CUEUtranCellNBIoT=85","ENBDUFunction=460-11_936359,DUNBIOT=1,DUEUtranCellNBIoT=85","ENBDUFunction=460-11_936359,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=85-0-0-0","SupportFunction=1,SectorFunction=SF_16",,,,"Equipment=1,RfLink=22;Equipment=1,RfLink=21",,,,"Equipment=1,ReplaceableUnit=56;Equipment=1,ReplaceableUnit=56",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.3,,,,,,,,
ITBBU,441601,7906406,936359,83,龙川岩镇支局5GBBU_2,龙川岩镇支局5GBBU_2,GO_N5_河源龙川_岩镇前塘口NBRRU1,936359-83,460-11-936359-83,460-11,869.5,5,226,33916,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.23.162,5,1,ENBCUCPFunction=460-11_936359,ENBCUUPFunction=460-11_936359,ENBDUFunction=460-11_936359,"ENBCUCPFunction=460-11_936359,CUNBIOT=1,CUEUtranCellNBIoT=83","ENBDUFunction=460-11_936359,DUNBIOT=1,DUEUtranCellNBIoT=83","ENBDUFunction=460-11_936359,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=83-0-0-0","SupportFunction=1,SectorFunction=SF_14",,,,"Equipment=1,RfLink=13;Equipment=1,RfLink=14",,,,"Equipment=1,ReplaceableUnit=54;Equipment=1,ReplaceableUnit=54",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906406,936359,82,龙川岩镇支局5GBBU_2,龙川岩镇支局5GBBU_2,GO_N5_河源龙川_河惠莞枫树坝大桥北NBRRU3,936359-82,460-11-936359-82,460-11,869.3,5,22,33916,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.23.162,5,1,ENBCUCPFunction=460-11_936359,ENBCUUPFunction=460-11_936359,ENBDUFunction=460-11_936359,"ENBCUCPFunction=460-11_936359,CUNBIOT=1,CUEUtranCellNBIoT=82","ENBDUFunction=460-11_936359,DUNBIOT=1,DUEUtranCellNBIoT=82","ENBDUFunction=460-11_936359,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=82-0-0-0","SupportFunction=1,SectorFunction=SF_13",,,,"Equipment=1,RfLink=9;Equipment=1,RfLink=10",,,,"Equipment=1,ReplaceableUnit=53;Equipment=1,ReplaceableUnit=53",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.3,,,,,,,,
ITBBU,441601,7906406,936359,87,龙川岩镇支局5GBBU_2,龙川岩镇支局5GBBU_2,GO_N5_河源龙川_河惠莞岩镇径贝NBRRU2,936359-87,460-11-936359-87,460-11,869.1,5,462,33916,R9254 S8500(A6A),R9254,VBPd19,VSWd0e,,VBPd,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.23.162,5,1,ENBCUCPFunction=460-11_936359,ENBCUUPFunction=460-11_936359,ENBDUFunction=460-11_936359,"ENBCUCPFunction=460-11_936359,CUNBIOT=1,CUEUtranCellNBIoT=87","ENBDUFunction=460-11_936359,DUNBIOT=1,DUEUtranCellNBIoT=87","ENBDUFunction=460-11_936359,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=87-0-0-0","SupportFunction=1,SectorFunction=SF_18",,,,"Equipment=1,RfLink=29;Equipment=1,RfLink=30",,,,"Equipment=1,ReplaceableUnit=58;Equipment=1,ReplaceableUnit=58",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,"Equipment=1,SubRack=1",21,1,869.1,,,,,,,,
ITBBU,441601,7906261,936206,84,紫金义容支局5GBBU_5,紫金义容支局5GBBU_5,GO_N5_河源紫金_义容邓屋一号大桥NBRRU1,936206-84,460-11-936206-84,460-11,869.3,5,297,33913,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.47.162,5,1,ENBCUCPFunction=460-11_936206,ENBCUUPFunction=460-11_936206,ENBDUFunction=460-11_936206,"ENBCUCPFunction=460-11_936206,CUNBIOT=1,CUEUtranCellNBIoT=84","ENBDUFunction=460-11_936206,DUNBIOT=1,DUEUtranCellNBIoT=84","ENBDUFunction=460-11_936206,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=84-0-0-0","SupportFunction=1,SectorFunction=SF_15",,,,"Equipment=1,RfLink=18;Equipment=1,RfLink=17",,,,"Equipment=1,ReplaceableUnit=55;Equipment=1,ReplaceableUnit=55",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.3,,,,,,,,
ITBBU,441601,7906261,936206,85,紫金义容支局5GBBU_5,紫金义容支局5GBBU_5,GO_N5_河源紫金_义容邓屋一号大桥NBRRU2,936206-85,460-11-936206-85,460-11,869.5,5,296,33913,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.47.162,5,1,ENBCUCPFunction=460-11_936206,ENBCUUPFunction=460-11_936206,ENBDUFunction=460-11_936206,"ENBCUCPFunction=460-11_936206,CUNBIOT=1,CUEUtranCellNBIoT=85","ENBDUFunction=460-11_936206,DUNBIOT=1,DUEUtranCellNBIoT=85","ENBDUFunction=460-11_936206,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=85-0-0-0","SupportFunction=1,SectorFunction=SF_16",,,,"Equipment=1,RfLink=22;Equipment=1,RfLink=21",,,,"Equipment=1,ReplaceableUnit=56;Equipment=1,ReplaceableUnit=56",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906261,936206,83,紫金义容支局5GBBU_5,紫金义容支局5GBBU_5,GO_N5_河源紫金_义容大同NBRRU2,936206-83,460-11-936206-83,460-11,869.3,5,208,33913,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.47.162,5,1,ENBCUCPFunction=460-11_936206,ENBCUUPFunction=460-11_936206,ENBDUFunction=460-11_936206,"ENBCUCPFunction=460-11_936206,CUNBIOT=1,CUEUtranCellNBIoT=83","ENBDUFunction=460-11_936206,DUNBIOT=1,DUEUtranCellNBIoT=83","ENBDUFunction=460-11_936206,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=83-0-0-0","SupportFunction=1,SectorFunction=SF_14",,,,"Equipment=1,RfLink=13;Equipment=1,RfLink=14",,,,"Equipment=1,ReplaceableUnit=54;Equipment=1,ReplaceableUnit=54",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.3,,,,,,,,
ITBBU,441601,7906261,936206,81,紫金义容支局5GBBU_5,紫金义容支局5GBBU_5,GO_N5_河源紫金_义容安全基站01NBRRU2,936206-81,460-11-936206-81,460-11,869.3,5,130,33913,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.47.162,5,1,ENBCUCPFunction=460-11_936206,ENBCUUPFunction=460-11_936206,ENBDUFunction=460-11_936206,"ENBCUCPFunction=460-11_936206,CUNBIOT=1,CUEUtranCellNBIoT=81","ENBDUFunction=460-11_936206,DUNBIOT=1,DUEUtranCellNBIoT=81","ENBDUFunction=460-11_936206,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=81-0-0-0","SupportFunction=1,SectorFunction=SF_12",,,,"Equipment=1,RfLink=5;Equipment=1,RfLink=6",,,,"Equipment=1,ReplaceableUnit=52;Equipment=1,ReplaceableUnit=52",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.3,,,,,,,,
ITBBU,441601,7906261,936206,82,紫金义容支局5GBBU_5,紫金义容支局5GBBU_5,GO_N5_河源紫金_义容大同NBRRU1,936206-82,460-11-936206-82,460-11,869.5,5,209,33913,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.47.162,5,1,ENBCUCPFunction=460-11_936206,ENBCUUPFunction=460-11_936206,ENBDUFunction=460-11_936206,"ENBCUCPFunction=460-11_936206,CUNBIOT=1,CUEUtranCellNBIoT=82","ENBDUFunction=460-11_936206,DUNBIOT=1,DUEUtranCellNBIoT=82","ENBDUFunction=460-11_936206,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=82-0-0-0","SupportFunction=1,SectorFunction=SF_13",,,,"Equipment=1,RfLink=10;Equipment=1,RfLink=9",,,,"Equipment=1,ReplaceableUnit=53;Equipment=1,ReplaceableUnit=53",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906369,936322,81,龙川田心支局5GBBU_2,龙川田心支局5GBBU_2,GO_N5_河源龙川_鲤麻尾LNBRRU2,936322-81,460-11-936322-81,460-11,869.1,5,371,33904,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.23.159,5,1,ENBCUCPFunction=460-11_936322,ENBCUUPFunction=460-11_936322,ENBDUFunction=460-11_936322,"ENBCUCPFunction=460-11_936322,CUNBIOT=1,CUEUtranCellNBIoT=81","ENBDUFunction=460-11_936322,DUNBIOT=1,DUEUtranCellNBIoT=81","ENBDUFunction=460-11_936322,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=81-0-0-0","SupportFunction=1,SectorFunction=SF_12",,,,"Equipment=1,RfLink=5;Equipment=1,RfLink=6",,,,"Equipment=1,ReplaceableUnit=52;Equipment=1,ReplaceableUnit=52",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.1,,,,,,,,
ITBBU,441601,7906369,936322,85,龙川田心支局5GBBU_2,龙川田心支局5GBBU_2,GO_N5_河源龙川_龙母洋田基站01NBRRU3,936322-85,460-11-936322-85,460-11,869.3,5,164,33904,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.23.159,5,1,ENBCUCPFunction=460-11_936322,ENBCUUPFunction=460-11_936322,ENBDUFunction=460-11_936322,"ENBCUCPFunction=460-11_936322,CUNBIOT=1,CUEUtranCellNBIoT=85","ENBDUFunction=460-11_936322,DUNBIOT=1,DUEUtranCellNBIoT=85","ENBDUFunction=460-11_936322,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=85-0-0-0","SupportFunction=1,SectorFunction=SF_16",,,,"Equipment=1,RfLink=22;Equipment=1,RfLink=21",,,,"Equipment=1,ReplaceableUnit=56;Equipment=1,ReplaceableUnit=56",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.3,,,,,,,,
ITBBU,441601,7906265,936210,82,和平礼士支局5GBBU_2,和平礼士支局5GBBU_2,GO_N5_河源和平_东水莫丰基站01NBRRU3,936210-82,460-11-936210-82,460-11,869.3,5,428,33917,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.48.2,5,1,ENBCUCPFunction=460-11_936210,ENBCUUPFunction=460-11_936210,ENBDUFunction=460-11_936210,"ENBCUCPFunction=460-11_936210,CUNBIOT=1,CUEUtranCellNBIoT=82","ENBDUFunction=460-11_936210,DUNBIOT=1,DUEUtranCellNBIoT=82","ENBDUFunction=460-11_936210,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=82-0-0-0","SupportFunction=1,SectorFunction=SF_13",,,,"Equipment=1,RfLink=9;Equipment=1,RfLink=10",,,,"Equipment=1,ReplaceableUnit=53;Equipment=1,ReplaceableUnit=53",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.3,,,,,,,,
ITBBU,441601,7906265,936210,83,和平礼士支局5GBBU_2,和平礼士支局5GBBU_2,GO_N5_河源和平_礼士大房NBRRU1,936210-83,460-11-936210-83,460-11,869.5,5,409,33917,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.48.2,5,1,ENBCUCPFunction=460-11_936210,ENBCUUPFunction=460-11_936210,ENBDUFunction=460-11_936210,"ENBCUCPFunction=460-11_936210,CUNBIOT=1,CUEUtranCellNBIoT=83","ENBDUFunction=460-11_936210,DUNBIOT=1,DUEUtranCellNBIoT=83","ENBDUFunction=460-11_936210,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=83-0-0-0","SupportFunction=1,SectorFunction=SF_20",,,,"Equipment=1,RfLink=38;Equipment=1,RfLink=37",,,,"Equipment=1,ReplaceableUnit=60;Equipment=1,ReplaceableUnit=60",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906265,936210,88,和平礼士支局5GBBU_2,和平礼士支局5GBBU_2,GO_N5_河源和平_礼士赤水NBRRU3,936210-88,460-11-936210-88,460-11,869.3,5,64,33917,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.48.2,5,1,ENBCUCPFunction=460-11_936210,ENBCUUPFunction=460-11_936210,ENBDUFunction=460-11_936210,"ENBCUCPFunction=460-11_936210,CUNBIOT=1,CUEUtranCellNBIoT=88","ENBDUFunction=460-11_936210,DUNBIOT=1,DUEUtranCellNBIoT=88","ENBDUFunction=460-11_936210,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=88-0-0-0","SupportFunction=1,SectorFunction=SF_16",,,,"Equipment=1,RfLink=22;Equipment=1,RfLink=21",,,,"Equipment=1,ReplaceableUnit=56;Equipment=1,ReplaceableUnit=56",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.3,,,,,,,,
ITBBU,441601,7906265,936210,89,和平礼士支局5GBBU_2,和平礼士支局5GBBU_2,GO_N5_河源和平_礼士赤水村用户机房01NBRRU1,936210-89,460-11-936210-89,460-11,869.5,5,65,33917,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.48.2,5,1,ENBCUCPFunction=460-11_936210,ENBCUUPFunction=460-11_936210,ENBDUFunction=460-11_936210,"ENBCUCPFunction=460-11_936210,CUNBIOT=1,CUEUtranCellNBIoT=89","ENBDUFunction=460-11_936210,DUNBIOT=1,DUEUtranCellNBIoT=89","ENBDUFunction=460-11_936210,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=89-0-0-0","SupportFunction=1,SectorFunction=SF_17",,,,"Equipment=1,RfLink=25;Equipment=1,RfLink=26",,,,"Equipment=1,ReplaceableUnit=57;Equipment=1,ReplaceableUnit=57",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906369,936322,83,龙川田心支局5GBBU_2,龙川田心支局5GBBU_2,GO_N5_河源龙川_龙母洋田基站01NBRRU1,936322-83,460-11-936322-83,460-11,869.5,5,162,33904,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.23.159,5,1,ENBCUCPFunction=460-11_936322,ENBCUUPFunction=460-11_936322,ENBDUFunction=460-11_936322,"ENBCUCPFunction=460-11_936322,CUNBIOT=1,CUEUtranCellNBIoT=83","ENBDUFunction=460-11_936322,DUNBIOT=1,DUEUtranCellNBIoT=83","ENBDUFunction=460-11_936322,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=83-0-0-0","SupportFunction=1,SectorFunction=SF_14",,,,"Equipment=1,RfLink=13;Equipment=1,RfLink=14",,,,"Equipment=1,ReplaceableUnit=54;Equipment=1,ReplaceableUnit=54",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906369,936322,80,龙川田心支局5GBBU_2,龙川田心支局5GBBU_2,GO_N5_河源龙川_鲤麻尾LNBRRU1,936322-80,460-11-936322-80,460-11,869.5,5,370,33904,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.23.159,5,1,ENBCUCPFunction=460-11_936322,ENBCUUPFunction=460-11_936322,ENBDUFunction=460-11_936322,"ENBCUCPFunction=460-11_936322,CUNBIOT=1,CUEUtranCellNBIoT=80","ENBDUFunction=460-11_936322,DUNBIOT=1,DUEUtranCellNBIoT=80","ENBDUFunction=460-11_936322,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=80-0-0-0","SupportFunction=1,SectorFunction=SF_11",,,,"Equipment=1,RfLink=2;Equipment=1,RfLink=1",,,,"Equipment=1,ReplaceableUnit=51;Equipment=1,ReplaceableUnit=51",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906369,936322,84,龙川田心支局5GBBU_2,龙川田心支局5GBBU_2,GO_N5_河源龙川_龙母洋田基站01NBRRU2,936322-84,460-11-936322-84,460-11,869.1,5,163,33904,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.23.159,5,1,ENBCUCPFunction=460-11_936322,ENBCUUPFunction=460-11_936322,ENBDUFunction=460-11_936322,"ENBCUCPFunction=460-11_936322,CUNBIOT=1,CUEUtranCellNBIoT=84","ENBDUFunction=460-11_936322,DUNBIOT=1,DUEUtranCellNBIoT=84","ENBDUFunction=460-11_936322,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=84-0-0-0","SupportFunction=1,SectorFunction=SF_15",,,,"Equipment=1,RfLink=18;Equipment=1,RfLink=17",,,,"Equipment=1,ReplaceableUnit=55;Equipment=1,ReplaceableUnit=55",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.1,,,,,,,,
ITBBU,441601,7906261,936206,80,紫金义容支局5GBBU_5,紫金义容支局5GBBU_5,GO_N5_河源紫金_义容安全基站01NBRRU1,936206-80,460-11-936206-80,460-11,869.1,5,131,33913,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.47.162,5,1,ENBCUCPFunction=460-11_936206,ENBCUUPFunction=460-11_936206,ENBDUFunction=460-11_936206,"ENBCUCPFunction=460-11_936206,CUNBIOT=1,CUEUtranCellNBIoT=80","ENBDUFunction=460-11_936206,DUNBIOT=1,DUEUtranCellNBIoT=80","ENBDUFunction=460-11_936206,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=80-0-0-0","SupportFunction=1,SectorFunction=SF_11",,,,"Equipment=1,RfLink=2;Equipment=1,RfLink=1",,,,"Equipment=1,ReplaceableUnit=51;Equipment=1,ReplaceableUnit=51",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.1,,,,,,,,
ITBBU,441601,7906379,936332,81,和平林寨支局5GBBU_3,和平林寨支局5GBBU_3,GO_N5_河源和平_林寨杨洞NBRRU2,936332-81,460-11-936332-81,460-11,869.1,5,265,33917,R9254 S8500(A6A),R9254,VBPd19,VSWd0,,VBPd,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.48.14,5,1,ENBCUCPFunction=460-11_936332,ENBCUUPFunction=460-11_936332,ENBDUFunction=460-11_936332,"ENBCUCPFunction=460-11_936332,CUNBIOT=1,CUEUtranCellNBIoT=81","ENBDUFunction=460-11_936332,DUNBIOT=1,DUEUtranCellNBIoT=81","ENBDUFunction=460-11_936332,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=81-0-0-0","SupportFunction=1,SectorFunction=SF_12",,,,"Equipment=1,RfLink=6;Equipment=1,RfLink=5",,,,"Equipment=1,ReplaceableUnit=52;Equipment=1,ReplaceableUnit=52",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,"Equipment=1,SubRack=1",21,1,869.1,,,,,,,,
