DataTime,NetMode,StatType,StatItem,ItemNum
20260323,LTE,BasicStatistic,4GSiteNumber,1330
20260323,LTE,BasicStatistic,4GMacroSiteNumber,1264
20260323,LTE,BasicStatistic,4GIndoorSiteNumber,146
20260323,LTE,BasicStatistic,TDDSiteNumber,0
20260323,LTE,BasicStatistic,FDDSiteNumber,1330
20260323,LTE,BasicStatistic,4GCellNumber,8356
20260323,LTE,BasicStatistic,4GMacroCellNumber,7829
20260323,LTE,BasicStatistic,4GIndoorCellNumber,527
20260323,LTE,BasicStatistic,TDDCellNumber,0
20260323,LTE,BasicStatistic,FDDCellNumber,8356
20260323,LTE,BasicStatistic,4GSubnetworkNumber,4
20260323,LTE,BasicStatistic,PCINumber,1008
20260323,LTE,BasicStatistic,TACNumber,46
20260323,LTE,RRUStatistic,R9254 S8500(A6A),1790
20260323,LTE,RRUStatistic,R8862A S2100(A4A),390
20260323,LTE,RRUStatistic,R9242 M1821(ACC),20
20260323,LTE,RRUStatistic,R9224H M1821(ACC),386
20260323,LTE,RRUStatistic,R9264 M1821(ACA),250
20260323,LTE,RRUStatistic,R9268E M1821(A8A),127
20260323,LTE,RRUStatistic,R9212E S2100(A8A),24
20260323,LTE,RRUStatistic,R8149 M182135,370
20260323,LTE,RRUStatistic,R8149 M1835B,40
20260323,LTE,RRUStatistic,R8894E M1821(A8C),37
20260323,LTE,RRUStatistic,R8894E S2100(A8C),3
20260323,LTE,RRUStatistic,R9234E S2100(A8A),17
20260323,LTE,RRUStatistic,R9242E M1821(AGA),26
20260323,LTE,RRUStatistic,R8862A S1800(A4A),2565
20260323,LTE,RRUStatistic,R8862A S8500(A6A),2065
20260323,LTE,RRUStatistic,R8108 F851821(B1A),1118
20260323,LTE,RRUStatistic,R8862A S2100(D4A),23
20260323,LTE,RRUStatistic,R8862A S1800(A6A),65
20260323,LTE,RRUStatistic,R8119 F851821(A1A),111
20260323,LTE,RRUStatistic,R8862A S2100(A4B),23
20260323,LTE,RRUStatistic,R8108 F851821(A5A),174
20260323,LTE,RRUStatistic,R8872A S8500(A8A),22
20260323,LTE,RRUStatistic,R8862A S2100(A6A),20
20260323,LTE,RRUStatistic,R8402 S1800(A5A),2
20260323,LTE,RRUStatistic,R8862 S2100(A6A),3
20260323,LTE,RRUStatistic,R8862A S2100(A6B),5
20260323,LTE,RRUStatistic,R8882 S2100(B),40
20260323,LTE,RRUStatistic,R8862A S1800(B6A),17
20260323,LTE,RRUStatistic,R8862A S8500(A6B),3
20260323,LTE,RRUStatistic,R8862A S2100(D4B),12
20260323,LTE,RRUStatistic,R8402 S1800(A5B),38
20260323,LTE,RRUStatistic,R8402 S2100(A5A),2
20260323,LTE,RRUStatistic,A8602 M1821(A4A),30
20260323,LTE,RRUStatistic,R8862 S1800(B6A),1
20260323,LTE,RRUStatistic,R8402 S2100(A5B),4
20260323,LTE,RRUStatistic,R8862A S2100(D6B),1
20260323,LTE,RRUStatistic,R8862 S1800(A6A),3
20260323,LTE,RRUStatistic,R8862 S1800(A6B),1
20260323,LTE,RRUStatistic,R8862A S1800(A4B),2
20260323,LTE,RRUStatistic,A8612 M1821(A6B),1
20260323,LTE,RRUStatistic,R8862A S1800(B6B),1
20260323,LTE,BasebandBoardStatistic,VBPe24,284
20260323,LTE,BasebandBoardStatistic,VBPd19,202
20260323,LTE,BasebandBoardStatistic,VBPd04,62
20260323,LTE,BasebandBoardStatistic,VBPe04,66
20260323,LTE,BasebandBoardStatistic,VBPd24,131
20260323,LTE,BasebandBoardStatistic,BPN0_b,99
20260323,LTE,BasebandBoardStatistic,BPN1A,276
20260323,LTE,BasebandBoardStatistic,BPN0,720
20260323,LTE,BasebandBoardStatistic,BPN1_A,69
20260323,LTE,BasebandBoardStatistic,BPN0A,208
20260323,LTE,BasebandBoardStatistic,BPQ0,23
20260323,LTE,BasebandBoardStatistic,BPN2,84
20260323,LTE,BasebandBoardStatistic,BPL1,68
20260323,LTE,FrequencyBandStatistic,874.2_10M,3880
20260323,LTE,FrequencyBandStatistic,2120.0_20M,734
20260323,LTE,FrequencyBandStatistic,1870.0_20M,1834
20260323,LTE,FrequencyBandStatistic,1850.0_20M,1838
20260323,LTE,FrequencyBandStatistic,2140.0_20M,15
20260323,LTE,FrequencyBandStatistic,1867.5_15M,51
20260323,LTE,FrequencyBandStatistic,1870.0_15M,1
20260323,LTE,FrequencyBandStatistic,1850.0_15M,3
20260323,LTE,VersionStatistic,V5.75.10.20A03#V5.75.10.20F15,2652
20260323,LTE,VersionStatistic,V5.75.20.20A04#V5.75.20.20,11
20260323,LTE,VersionStatistic,L_D_V6.20.10.00,3582
20260323,LTE,VersionStatistic,LN_D_V6.20.10.00,2003
20260323,LTE,VersionStatistic,LN_D_V6.10.10.00,94
20260323,LTE,VersionStatistic,L_D_V6.10.10.00,14
20260323,NR,BasicStatistic,NRSiteNumber,2584
20260323,NR,BasicStatistic,NRNoneQcellSiteNumber,2274
20260323,NR,BasicStatistic,NRQcellSiteNumber,101
20260323,NR,BasicStatistic,NRSASiteNumber,0
20260323,NR,BasicStatistic,NRNSASiteNumber,2331
20260323,NR,BasicStatistic,TNRSiteNumber,1263
20260323,NR,BasicStatistic,FNRSiteNumber,1321
20260323,NR,BasicStatistic,NRCellNumber,14159
20260323,NR,BasicStatistic,NRNoneQcellCellNumber,13629
20260323,NR,BasicStatistic,NRQcellNumber,530
20260323,NR,BasicStatistic,NRSACellNumber,0
20260323,NR,BasicStatistic,NRNSACellNumber,14159
20260323,NR,BasicStatistic,TNRCellNumber,7153
20260323,NR,BasicStatistic,FNRCellNumber,7006
20260323,NR,BasicStatistic,NRSubnetworkNumber,2
20260323,NR,AAUStatistic,R9234E S2100(A8A),1271
20260323,NR,AAUStatistic,A9642A S35,689
20260323,NR,AAUStatistic,R9604 S35,1042
20260323,NR,AAUStatistic,R8894E M1821(A8C),73
20260323,NR,AAUStatistic,R9254 S8500(A6A),1790
20260323,NR,AAUStatistic,R8149 M2135B,140
20260323,NR,AAUStatistic,R9614 S35,201
20260323,NR,AAUStatistic,R8149 M1835B,40
20260323,NR,AAUStatistic,R8894E S2100(A8C),32
20260323,NR,AAUStatistic,R9606A S35,187
20260323,NR,AAUStatistic,R9212E S2100(A8A),455
20260323,NR,AAUStatistic,R9254E S2100(A8A),85
20260323,NR,AAUStatistic,R9224H M1821(ACC),386
20260323,NR,AAUStatistic,R9268E M1821(A8A),130
20260323,NR,AAUStatistic,R9242 M1821(ACC),20
20260323,NR,AAUStatistic,R8862A S2100(A4A),118
20260323,NR,AAUStatistic,A9611 S35,333
20260323,NR,AAUStatistic,R9264 M1821(ACA),253
20260323,NR,AAUStatistic,A9631A S35,571
20260323,NR,AAUStatistic,R8149 T3500,1255
20260323,NR,AAUStatistic,R8149 M182135,491
20260323,NR,AAUStatistic,R9115 M1835,45
20260323,NR,AAUStatistic,R9242E M1821(AGA),26
20260323,NR,AAUStatistic,A9622A S35,81
20260323,NR,AAUStatistic,R9248 S2100(A4A),18
20260323,NR,AAUStatistic,AP9642A M35F,6
20260323,NR,AAUStatistic,R8862A S2100(A6A),1
20260323,NR,AAUStatistic,R8862A S2100(D6A),1
20260323,NR,AAUStatistic,R9626S S35,7
20260323,NR,BasebandBoardStatistic,VBPd04,603
20260323,NR,BasebandBoardStatistic,VBPd02,264
20260323,NR,BasebandBoardStatistic,VBPd41,467
20260323,NR,BasebandBoardStatistic,VBPe04,186
20260323,NR,BasebandBoardStatistic,VBPd19,202
20260323,NR,BasebandBoardStatistic,VBPe41,98
20260323,NR,BasebandBoardStatistic,VBPe24,302
20260323,NR,BasebandBoardStatistic,VBPe02,14
20260323,NR,BasebandBoardStatistic,VBPd24,131
20260323,NR,BasebandBoardStatistic,VBPc5,98
20260323,NR,BasebandBoardStatistic,VBPd01,216
20260323,NR,BasebandBoardStatistic,VBPe01,36
20260323,NR,BasebandBoardStatistic,VBPd23,1
20260323,NR,BasebandBoardStatistic,VBPe53,2
20260323,NR,BasebandBoardStatistic,VBPe54,2
20260323,NR,FrequencyBandStatistic,2144.55_40M,3554
20260323,NR,FrequencyBandStatistic,3408.96_100M,6797
20260323,NR,FrequencyBandStatistic,2144.55_20M,1310
20260323,NR,FrequencyBandStatistic,877.35_15M,676
20260323,NR,FrequencyBandStatistic,880.95_15M,1114
20260323,NR,FrequencyBandStatistic,3509.76_100M,356
20260323,NR,FrequencyBandStatistic,2118.15_40M,314
20260323,NR,FrequencyBandStatistic,2114.55_20M,38
20260323,NR,VersionStatistic,V5.75.10.20A03#V5.75.10.20F15,14031
20260323,NR,VersionStatistic,V5.75.20.20A04#V5.75.20.20,128
