DataTime,NetMode,StatType,StatItem,ItemNum
20260407,LTE,RRUStatistic,R8862A S2100(A6B),5
20260407,LTE,RRUStatistic,A8612 M1821(A6B),1
20260407,LTE,RRUStatistic,R8402 S1800(A5A),2
20260407,LTE,RRUStatistic,R8108 F851821(A5A),174
20260407,LTE,RRUStatistic,R8862 S2100(A6A),3
20260407,LTE,RRUStatistic,R8862A S8500(A6B),3
20260407,LTE,RRUStatistic,R8862A S1800(A4B),2
20260407,LTE,RRUStatistic,R8862A S1800(B6B),1
20260407,LTE,RRUStatistic,R8862A S2100(D6B),1
20260407,LTE,BasebandBoardStatistic,VBPe24,286
20260407,LTE,BasebandBoardStatistic,VBPe04,68
20260407,LTE,BasebandBoardStatistic,VBPd19,202
20260407,LTE,BasebandBoardStatistic,VBPd04,62
20260407,LTE,BasebandBoardStatistic,VBPd24,131
20260407,LTE,BasebandBoardStatistic,BPN0,721
20260407,LTE,BasebandBoardStatistic,BPN1A,276
20260407,LTE,BasebandBoardStatistic,BPN0A,208
20260407,LTE,BasebandBoardStatistic,BPN0_b,99
20260407,LTE,BasebandBoardStatistic,BPN2,84
20260407,LTE,BasebandBoardStatistic,BPL1,65
20260407,LTE,BasebandBoardStatistic,BPN1_A,70
20260407,LTE,BasebandBoardStatistic,BPQ0,23
20260407,LTE,FrequencyBandStatistic,874.2_10M,3883
20260407,LTE,FrequencyBandStatistic,1870.0_20M,1842
20260407,LTE,FrequencyBandStatistic,2120.0_20M,734
20260407,LTE,FrequencyBandStatistic,1850.0_20M,1839
20260407,LTE,FrequencyBandStatistic,2140.0_20M,15
20260407,LTE,FrequencyBandStatistic,1867.5_15M,51
20260407,LTE,FrequencyBandStatistic,1870.0_15M,1
20260407,LTE,FrequencyBandStatistic,1850.0_15M,3
20260407,LTE,VersionStatistic,V5.75.10.20A03#V5.75.10.20F15,2659
20260407,LTE,VersionStatistic,V5.75.20.20A04#V5.75.20.20,14
20260407,LTE,VersionStatistic,L_D_V6.20.10.00,3579
20260407,LTE,VersionStatistic,LN_D_V6.10.10.00,94
20260407,LTE,VersionStatistic,LN_D_V6.20.10.00,2008
20260407,LTE,VersionStatistic,L_D_V6.10.10.00,14
20260407,NR,BasicStatistic,NRSiteNumber,2588
20260407,NR,BasicStatistic,NRNoneQcellSiteNumber,2276
20260407,NR,BasicStatistic,NRQcellSiteNumber,101
20260407,NR,BasicStatistic,NRSASiteNumber,0
20260407,NR,BasicStatistic,NRNSASiteNumber,2333
20260407,NR,BasicStatistic,TNRSiteNumber,1263
20260407,NR,BasicStatistic,FNRSiteNumber,1325
20260407,NR,BasicStatistic,NRCellNumber,14200
20260407,NR,BasicStatistic,NRNoneQcellCellNumber,13670
20260407,NR,BasicStatistic,NRQcellNumber,530
20260407,NR,BasicStatistic,NRSACellNumber,0
20260407,NR,BasicStatistic,NRNSACellNumber,14200
20260407,NR,BasicStatistic,TNRCellNumber,7156
20260407,NR,BasicStatistic,FNRCellNumber,7044
20260407,NR,BasicStatistic,NRSubnetworkNumber,2
20260407,NR,AAUStatistic,R9234E S2100(A8A),1271
20260407,NR,AAUStatistic,R9264 M1821(ACA),263
20260407,NR,AAUStatistic,R8894E M1821(A8C),73
20260407,NR,AAUStatistic,R9254 S8500(A6A),1790
20260407,NR,AAUStatistic,R9224H M1821(ACC),386
20260407,NR,AAUStatistic,A9631A S35,571
20260407,NR,AAUStatistic,R8149 M182135,491
20260407,NR,AAUStatistic,R9606A S35,187
20260407,NR,AAUStatistic,A9611 S35,333
20260407,NR,AAUStatistic,A9642A S35,689
20260407,NR,AAUStatistic,R9604 S35,1042
20260407,NR,AAUStatistic,R9212E S2100(A8A),455
20260407,NR,AAUStatistic,R9254E S2100(A8A),94
20260407,NR,AAUStatistic,R8894E S2100(A8C),32
20260407,NR,AAUStatistic,R9268E M1821(A8A),130
20260407,NR,AAUStatistic,R8862A S2100(A4A),118
20260407,NR,AAUStatistic,R8149 T3500,1255
20260407,NR,AAUStatistic,R9614 S35,201
20260407,NR,AAUStatistic,R8149 M1835B,40
20260407,NR,AAUStatistic,R8149 M2135B,140
20260407,NR,AAUStatistic,R9242 M1821(ACC),20
20260407,NR,AAUStatistic,AP9642A M35F,6
20260407,NR,AAUStatistic,R9248 S2100(A4A),18
20260407,NR,AAUStatistic,R9115 M1835,45
20260407,NR,AAUStatistic,A9622A S35,81
20260407,NR,AAUStatistic,R9242E M1821(AGA),26
20260407,NR,AAUStatistic,R8862A S2100(A6A),1
20260407,NR,AAUStatistic,R8862A S2100(D6A),1
20260407,NR,AAUStatistic,R9626S S35,7
20260407,NR,BasebandBoardStatistic,VBPd04,603
20260407,NR,BasebandBoardStatistic,VBPe04,191
20260407,NR,BasebandBoardStatistic,VBPe24,304
20260407,NR,BasebandBoardStatistic,VBPd19,202
20260407,NR,BasebandBoardStatistic,VBPd24,131
20260407,NR,BasebandBoardStatistic,VBPd01,216
20260407,NR,BasebandBoardStatistic,VBPe41,98
20260407,NR,BasebandBoardStatistic,VBPc5,98
20260407,NR,BasebandBoardStatistic,VBPd02,264
20260407,NR,BasebandBoardStatistic,VBPd41,467
20260407,NR,BasebandBoardStatistic,VBPe01,37
20260407,NR,BasebandBoardStatistic,VBPe02,14
20260407,NR,BasebandBoardStatistic,VBPd23,1
20260407,NR,BasebandBoardStatistic,VBPe53,2
20260407,NR,BasebandBoardStatistic,VBPe54,2
20260407,NR,FrequencyBandStatistic,2144.55_40M,3592
20260407,NR,FrequencyBandStatistic,2118.15_40M,314
20260407,NR,FrequencyBandStatistic,2144.55_20M,1310
20260407,NR,FrequencyBandStatistic,877.35_15M,676
20260407,NR,FrequencyBandStatistic,880.95_15M,1114
20260407,NR,FrequencyBandStatistic,3408.96_100M,6237
20260407,NR,FrequencyBandStatistic,3309.6_100M,560
20260407,NR,FrequencyBandStatistic,3509.76_100M,359
20260407,NR,FrequencyBandStatistic,2114.55_20M,38
20260407,NR,VersionStatistic,V5.75.10.20A03#V5.75.10.20F15,14066
20260407,NR,VersionStatistic,V5.75.20.20A04#V5.75.20.20,134
