ManagedElementType,SubNetwork,ManagedElement,eNBId,cellLocalId,NE_Name,eNBName,cellName,plmn,plmnIdList,frequency,freqBandInd,bandWidth,pci,tac,radioMode,isMultiCP,connectionState,maintainState,administrativeState,ranShareSwitch,ipAddress,mimVersion_full,mimVersion,mimVersion_8,sceneCfg,cellCapaLeveInd,cellSize,rootSequenceIndex,maxCPTransPwr,cpTransPwr,cpSpeRefSigPwr,paForDTCH,pb,networkingMode,antMapDlSeq,antMapUlSeq,rfAppMode,refEUtranCell,refENBFunction,refPlmn_enb,refPlmn,refECellEquipFunc,endcAnchorImmciSwch,earfcn,enDcSwch,ENBFunctionId,cellRSPortNum,refRfDevice,refBpDevice,rruNames,rruName_5,rruRadioMode,bbuName,functionMode,fiberNum,fiberRate,fiberCascade,McDeviceSet,ccName,rruSN,bpSN,ccSN,bbuSN,rruOnAirTime,aauUnitNum,vbpUnitNum
SDR,441652,541313,541313,54,东源黄村支局F,东源黄村支局F,东源黄村支局F_0_LT,460-11,460-11;460-01,1870.0,3,20M,452,33806,FDD,0,1,0,5,1,8.150.51.4,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,304,46.0,45.9,15.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541313,EUtranCellFDD=101",ENBFunctionFDD=541313,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541313,ECellEquipmentFunction=101",0,1870.0,0,541313,1,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,541313,541313,55,东源黄村支局F,东源黄村支局F,东源黄村支局F_1_LT,460-11,460-11;460-01,1870.0,3,20M,453,33806,FDD,0,1,0,5,1,8.150.51.4,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,304,46.0,45.9,15.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541313,EUtranCellFDD=102",ENBFunctionFDD=541313,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541313,ECellEquipmentFunction=102",0,1870.0,0,541313,1,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,541313,541313,56,东源黄村支局F,东源黄村支局F,东源黄村漆树_1.8GF_0_LT,460-11,460-11;460-01,1870.0,3,20M,440,33806,FDD,0,1,0,5,1,8.150.51.4,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,336,46.0,45.9,15.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541313,EUtranCellFDD=106",ENBFunctionFDD=541313,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541313,ECellEquipmentFunction=106",0,1870.0,0,541313,1,"Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0_b,4104,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,541272,541272,49,连平隆街支局F,连平隆街支局F,连平隆街支局F_1,460-11,460-11;460-01,1850.0,3,20M,424,33794,FDD,0,1,0,5,1,8.150.46.130,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,292,46.0,45.9,15.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541272,EUtranCellFDD=2",ENBFunctionFDD=541272,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541272,ECellEquipmentFunction=2",0,1850.0,0,541272,1,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441652,542504,542504,48,紫金临江铭成酒店TF,紫金临江铭成酒店TF,紫金临江铭成酒店TF_0,460-11,460-11;460-01,1870.0,3,20M,490,33803,FDD,0,1,0,5,1,8.150.23.8,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,740,49.0,48.9,18.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=542504,EUtranCellFDD=1",ENBFunctionFDD=542504,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=542504,ECellEquipmentFunction=1",0,1870.0,0,542504,1,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=3,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,8392712,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,541037,541037,51,和平金西城商场F,和平金西城商场F,和平福和花园新建室分系统_1.8G_0,460-11,460-11;460-01,1850.0,3,20M,15,33810,FDD,0,1,0,5,1,8.150.15.24,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,72,46.0,45.9,15.2,2,1,3,1;0;0;0,1;0;0;0,0,"ENBFunctionFDD=541037,EUtranCellFDD=8",ENBFunctionFDD=541037,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541037,ECellEquipmentFunction=8",0,1850.0,0,541037,1,"Equipment=1,Rack=58,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,4,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441651,540731,540731,54,和平果园大酒店F,和平果园大酒店F,和平曹屋村F_1.8G_0,460-11,460-11;460-01,1850.0,3,20M,168,33810,FDD,0,1,0,5,1,8.150.15.5,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,620,49.0,48.9,18.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=540731,EUtranCellFDD=7",ENBFunctionFDD=540731,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540731,ECellEquipmentFunction=7",0,1850.0,0,540731,1,"Equipment=1,Rack=57,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,540756,540756,49,市区高新中艺LF,市区高新中艺LF,市区高新中艺LF_1,460-11,460-11;460-01,1870.0,3,20M,163,33802,FDD,0,1,0,5,1,8.150.8.139,LN_D_V6.10.10.00,V6.10.10.00,V6.10.10,0,2,1,200,49.0,48.9,15.2,4,0,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=540756,EUtranCellFDD=2",ENBFunctionFDD=540756,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540756,ECellEquipmentFunction=2",0,1870.0,0,540756,1,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,6,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,540989,540989,51,市区碧桂园接入网_BBU6,市区大学城接入网BBU43,市区碧桂园四期8_10_12栋室分外引F_0,460-11,460-11;460-01,1870.0,3,20M,372,33803,FDD,1,1,0,5,1,8.150.5.72,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,110,46.0;46.0;46.0,42.9;42.9;45.9,12.2;12.2;15.2,4,0,3,"1;0;0;0,1;0;0;0,1;0;0;0","1;0;0;0,1;0;0;0,1;0;0;0",0,"ENBFunctionFDD=540989,EUtranCellFDD=4",ENBFunctionFDD=540989,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540989,ECellEquipmentFunction=4;ENBFunctionFDD=540989,ECellEquipmentFunction=5;ENBFunctionFDD=540989,ECellEquipmentFunction=6",0,1870.0,0,540989,0,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A);R8862A S1800(A4A);R8862A S1800(A4A),R8862,"16,16,16",BPN0,4104,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,3,1
SDR,441651,540731,540731,55,和平果园大酒店F,和平果园大酒店F,和平曹屋村F_1.8G_1,460-11,460-11;460-01,1850.0,3,20M,433,33810,FDD,0,1,0,5,1,8.150.15.5,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,620,49.0,48.9,18.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=540731,EUtranCellFDD=8",ENBFunctionFDD=540731,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540731,ECellEquipmentFunction=8",0,1850.0,0,540731,1,"Equipment=1,Rack=58,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,541199,541199,50,市区朱门亭YF,市区朱门亭YF,市区朱门亭YF_2,460-11,460-11;460-01,1870.0,3,20M,417,33797,FDD,0,1,0,5,1,8.150.11.165,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,415,49.0,48.9,15.2,4,0,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541199,EUtranCellFDD=3",ENBFunctionFDD=541199,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541199,ECellEquipmentFunction=3",0,1870.0,0,541199,1,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,8392712,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,541346,541346,48,东源半江支局F,东源半江支局F,东源半江支局F_0,460-11,460-11;460-01,1850.0,3,20M,492,33807,FDD,0,1,0,5,1,8.150.25.131,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,220,49.0,48.9,18.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541346,EUtranCellFDD=1",ENBFunctionFDD=541346,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541346,ECellEquipmentFunction=1",0,1850.0,0,541346,1,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,5,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,540983,540983,53,龙川县地方公路局YF,龙川县地方公路局YF,龙川人民广场室分_1.8G_1,460-11,460-11;460-01,1850.0,3,20M,424,33808,FDD,0,1,0,5,1,8.150.16.28,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,492,49.0,48.9,18.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=540983,EUtranCellFDD=5",ENBFunctionFDD=540983,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540983,ECellEquipmentFunction=5",0,1850.0,0,540983,1,"Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN1A,4104,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441651,541254,541254,19,紫金凤安支局F,紫金凤安支局F,紫金凤安佛岭村三坑_800M_0,460-11,460-11;460-01,874.2,5,10M,228,33805,FDD,0,1,0,5,1,8.150.19.136,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,346,49.0,48.9,21.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541254,EUtranCellFDD=9",ENBFunctionFDD=541254,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541254,ECellEquipmentFunction=9",0,874.2,0,541254,1,"Equipment=1,Rack=59,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=7,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16,BPN1_A,4104,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,541199,541199,53,市区朱门亭YF,市区朱门亭YF,市区滨江大道三王坝F_0,460-11,460-11;460-01,1870.0,3,20M,415,33797,FDD,0,1,0,5,1,8.150.11.165,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,648,49.0,45.9,15.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541199,EUtranCellFDD=10",ENBFunctionFDD=541199,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541199,ECellEquipmentFunction=10",0,1870.0,0,541199,1,"Equipment=1,Rack=57,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,541199,541199,54,市区朱门亭YF,市区朱门亭YF,市区滨江大道三王坝F_1,460-11,460-11;460-01,1870.0,3,20M,447,33797,FDD,0,1,0,5,1,8.150.11.165,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,648,49.0,45.9,15.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541199,EUtranCellFDD=11",ENBFunctionFDD=541199,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541199,ECellEquipmentFunction=11",0,1870.0,0,541199,1,"Equipment=1,Rack=58,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,541199,541199,1,市区朱门亭YF,市区朱门亭YF,市区翔丰商业广场1-3楼有源室分F_0,460-11,460-11;460-01,2120.0,1,20M,396,33797,FDD,0,1,0,5,1,8.150.11.165,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,4,316,23.0,22.9,-10.8,4,0,3,1;1;0;0,1;1;0;0,3,"ENBFunctionFDD=541199,EUtranCellFDD=12",ENBFunctionFDD=541199,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541199,ECellEquipmentFunction=12",0,2120.0,0,541199,1,"Equipment=1,Rack=62,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=63,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=64,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=65,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=66,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=67,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=68,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=69,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=70,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=71,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=72,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=73,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=74,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=75,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=76,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=77,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=78,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=79,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=80,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=81,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=82,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=83,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A),R8108,"16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16",BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,22,1
SDR,441651,541254,541254,18,紫金凤安支局F,紫金凤安支局F,紫金凤安佛岭风坳_800M_1,460-11,460-11;460-01,874.2,5,10M,374,33805,FDD,0,1,0,5,1,8.150.19.136,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,346,49.0,48.9,21.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541254,EUtranCellFDD=8",ENBFunctionFDD=541254,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541254,ECellEquipmentFunction=8",0,874.2,0,541254,1,"Equipment=1,Rack=58,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16,BPL1,3,1,2,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,541199,541199,2,市区朱门亭YF,市区朱门亭YF,市区儿童城有源室分F_0,460-11,460-11;460-01,2120.0,1,20M,278,33797,FDD,0,1,0,5,1,8.150.11.165,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,4,669,23.0,22.9,-10.8,4,0,3,1;1;0;0,1;1;0;0,3,"ENBFunctionFDD=541199,EUtranCellFDD=13",ENBFunctionFDD=541199,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541199,ECellEquipmentFunction=13",0,2120.0,0,541199,1,"Equipment=1,Rack=100,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=101,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=102,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=103,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=104,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=105,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=106,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=107,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=108,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=109,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=110,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=111,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=112,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=113,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=114,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=115,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=116,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=88,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=89,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=90,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=91,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=92,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=93,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=94,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=95,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=96,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=97,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=98,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=99,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A);R8108 F851821(B1A),R8108,"16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16",BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,29,1
SDR,441651,540983,540983,55,龙川县地方公路局YF,龙川县地方公路局YF,龙川县地方公路局YF_1_LT,460-11,460-11;460-01,1870.0,3,20M,161,33808,FDD,0,1,0,5,1,8.150.16.28,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,492,46.0,45.9,15.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=540983,EUtranCellFDD=102",ENBFunctionFDD=540983,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540983,ECellEquipmentFunction=102",0,1870.0,0,540983,1,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,8392712,2,10,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
