ManagedElementType,SubNetwork,ManagedElement,eNBId,cellLocalId,NE_Name,eNBName,cellName,plmn,plmnIdList,frequency,freqBandInd,bandWidth,pci,tac,radioMode,isMultiCP,connectionState,maintainState,administrativeState,ranShareSwitch,ipAddress,mimVersion_full,mimVersion,mimVersion_8,sceneCfg,cellCapaLeveInd,cellSize,rootSequenceIndex,maxCPTransPwr,cpTransPwr,cpSpeRefSigPwr,paForDTCH,pb,networkingMode,antMapDlSeq,antMapUlSeq,rfAppMode,refEUtranCell,refENBFunction,refPlmn_enb,refPlmn,refECellEquipFunc,endcAnchorImmciSwch,earfcn,enDcSwch,ENBFunctionId,cellRSPortNum,refRfDevice,refBpDevice,rruNames,rruName_5,rruRadioMode,bbuName,functionMode,fiberNum,fiberRate,fiberCascade,McDeviceSet,ccName,rruSN,bpSN,ccSN,bbuSN,rruOnAirTime,aauUnitNum,vbpUnitNum
SDR,441651,540734,540734,50,东源县局_BBU44,东源县局BBU44,东源塞纳湾会所F_2_B3,460-11,460-11;460-01,1850.0,3,20M,427,33800,FDD,0,1,0,5,1,8.150.14.99,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,0,1,428,49.0,48.9,18.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=540734,EUtranCellFDD=3",ENBFunctionFDD=540734,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540734,ECellEquipmentFunction=3",0,1850.0,0,540734,1,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0A,4104,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,542437,542437,21,紫金古竹槎岭F_800M（工程）,紫金古竹槎岭F_800M（工程）,紫金古竹槎岭TF_800M_2,460-11,460-11,874.2,5,10M,469,33803,FDD,0,1,0,5,0,8.150.19.9,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,36,49.0,48.9,21.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=542437,EUtranCellFDD=6",ENBFunctionFDD=542437,"Operator=2,Plmn=1","Operator=2,Plmn=1","ENBFunctionFDD=542437,ECellEquipmentFunction=6",0,874.2,0,542437,1,"Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,540762,540762,148,连平忠信黄花LF,连平忠信黄花LF,连平忠信黄花LF_0_LT,460-11,460-11;460-01,1850.0,3,20M,503,33811,FDD,0,1,0,5,1,8.150.17.3,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,780,46.0,45.9,15.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=540762,EUtranCellFDD=101",ENBFunctionFDD=540762,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540762,ECellEquipmentFunction=101",0,1850.0,0,540762,1,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441652,542515,542515,51,连平三角2号办公区LFBBU9,连平三角2号办公区LFBBU9,连平三角2号生活区D2栋正面外墙LFRRU2_4,460-11,460-11,1870.0,3,20M,160,33811,FDD,0,1,0,5,0,8.150.17.47,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,64,40.0,39.9,6.2,4,0,3,1;1;0;0,1;1;0;0,0,"ENBFunctionFDD=542515,EUtranCellFDD=4",ENBFunctionFDD=542515,"Operator=2,Plmn=1","Operator=2,Plmn=1","ENBFunctionFDD=542515,ECellEquipmentFunction=4",0,1870.0,0,542515,1,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8402 S1800(A5B),R8402,16,BPN0,8392712,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,540993,540993,51,龙川卓峰山下F,龙川卓峰山下F,龙川县城三公里保障房F_0,460-11,460-11;460-01,1850.0,3,20M,460,33808,FDD,0,1,0,5,1,8.150.16.32,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,346,49.0,45.9,15.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=540993,EUtranCellFDD=4",ENBFunctionFDD=540993,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540993,ECellEquipmentFunction=4",0,1850.0,0,540993,1,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,8392712,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441652,542437,542437,19,紫金古竹槎岭F_800M（工程）,紫金古竹槎岭F_800M（工程）,紫金古竹槎岭TF_800M_0（工程）,460-11,460-11,874.2,5,10M,1,33803,FDD,0,1,0,5,0,8.150.19.9,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,36,49.0,48.9,21.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=542437,EUtranCellFDD=4",ENBFunctionFDD=542437,"Operator=2,Plmn=1","Operator=2,Plmn=1","ENBFunctionFDD=542437,ECellEquipmentFunction=4",0,874.2,0,542437,1,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,541072,541072,19,东源义合接入网F,东源义合接入网F,东源义合超阳F_800M_0（工程）,460-11,460-11;460-01,874.2,5,10M,321,33806,FDD,0,1,0,5,1,8.150.14.36,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,346,49.0,48.9,21.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541072,EUtranCellFDD=4",ENBFunctionFDD=541072,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541072,ECellEquipmentFunction=4",0,874.2,0,541072,1,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16,BPN0,8392712,4,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,541256,541256,52,紫金好义支局F,紫金好义支局F,紫金好义小古_1.8GF_1,460-11,460-11;460-01,1850.0,3,20M,437,33805,FDD,0,1,0,5,1,8.150.19.137,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,336,46.0,45.9,15.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541256,EUtranCellFDD=7",ENBFunctionFDD=541256,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541256,ECellEquipmentFunction=7",0,1850.0,0,541256,1,"Equipment=1,Rack=57,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,2,10,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,542539,542539,55,东源仙塘新局BBU13,东源仙塘新局FBBU13,东源霸王花LT_YF_1,460-11,460-11;460-01,1850.0,3,20M,253,33800,FDD,0,1,0,5,1,8.150.14.34,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,414,46.0,45.9,12.2,4,0,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=542539,EUtranCellFDD=8",ENBFunctionFDD=542539,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=542539,ECellEquipmentFunction=8",0,1850.0,0,542539,1,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,540819,540819,54,和平阳明雅水LF,和平阳明雅水LF,和平学府花园室分_2.1G_0,460-11,460-11;460-01,1850.0,3,20M,186,33810,FDD,0,1,0,5,1,8.150.15.14,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,300,49.0,48.9,18.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=540819,EUtranCellFDD=11",ENBFunctionFDD=540819,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540819,ECellEquipmentFunction=11",0,1850.0,0,540819,1,"Equipment=1,Rack=61,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=7,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN1A,4104,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441652,541072,541072,54,东源义合接入网F,东源义合接入网F,东源义合接入网F_0_LT,460-11,460-11;460-01,1850.0,3,20M,377,33806,FDD,0,1,0,5,1,8.150.14.36,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,346,46.0,45.9,15.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541072,EUtranCellFDD=101",ENBFunctionFDD=541072,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541072,ECellEquipmentFunction=101",0,1850.0,0,541072,1,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,8392712,4,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,541240,541240,48,市区石坪路YF,市区石坪路YF,市区石坪路YF_0,460-11,460-11;460-01,1870.0,3,20M,262,33798,FDD,0,1,0,5,1,8.150.3.149,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,0,1,176,49.0,48.9,18.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541240,EUtranCellFDD=1",ENBFunctionFDD=541240,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541240,ECellEquipmentFunction=1",0,1870.0,0,541240,1,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,541256,541256,48,紫金好义支局F,紫金好义支局F,紫金好义支局F_0,460-11,460-11;460-01,1850.0,3,20M,61,33805,FDD,0,1,0,5,1,8.150.19.137,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,144,49.0,48.9,18.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541256,EUtranCellFDD=1",ENBFunctionFDD=541256,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541256,ECellEquipmentFunction=1",0,1850.0,0,541256,1,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,4,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,541079,541079,50,龙川登云收费F,龙川登云收费F,龙川登云收费F_2,460-11,460-11;460-01,1850.0,3,20M,104,9908,FDD,0,1,0,5,1,8.150.20.4,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,164,49.0,48.9,18.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541079,EUtranCellFDD=3",ENBFunctionFDD=541079,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541079,ECellEquipmentFunction=3",0,1850.0,0,541079,1,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,540819,540819,53,和平阳明雅水LF,和平阳明雅水LF,和平印象小区室分_2.1G_0,460-11,460-11;460-01,1850.0,3,20M,123,33810,FDD,0,1,0,5,1,8.150.15.14,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,300,49.0,48.9,18.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=540819,EUtranCellFDD=10",ENBFunctionFDD=540819,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540819,ECellEquipmentFunction=10",0,1850.0,0,540819,1,"Equipment=1,Rack=60,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=7,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN1A,4104,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441652,541155,541155,50,东源船塘支局F,东源船塘支局F,东源船塘支局F_2,460-11,460-11;460-01,1850.0,3,20M,257,33807,FDD,0,1,0,5,1,8.150.48.132,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,1,1,424,49.0,48.9,15.2,4,0,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541155,EUtranCellFDD=3",ENBFunctionFDD=541155,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541155,ECellEquipmentFunction=3",0,1850.0,0,541155,1,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441651,542409,542409,49,龙川县下泡水二路YF,龙川县下泡水二路YF,龙川县下泡水二路YF_1,460-11,460-11;460-01,1850.0,3,20M,463,33808,FDD,0,1,0,5,1,8.150.16.78,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,604,49.0,48.9,18.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=542409,EUtranCellFDD=2",ENBFunctionFDD=542409,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=542409,ECellEquipmentFunction=2",0,1850.0,0,542409,1,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,8392712,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,541115,541115,49,紫金临江中学F,紫金临江中学F,市区临江深能环保发电厂_1.8G_0_LT,460-11,460-11;460-01,1850.0,3,20M,190,33803,FDD,0,1,0,5,1,8.150.23.5,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,262,46.0,45.9,15.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541115,EUtranCellFDD=16",ENBFunctionFDD=541115,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541115,ECellEquipmentFunction=16",0,1850.0,0,541115,1,"Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,8392712,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,541369,541369,50,紫金新华园EFG栋室分外引F,紫金新华园EFG栋室分外引F,紫金紫龙花园西F_1,460-11,460-11;460-01,1850.0,3,20M,178,33804,FDD,0,1,0,5,1,8.150.17.193,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,440,49.0,47.9,14.2,4,0,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541369,EUtranCellFDD=3",ENBFunctionFDD=541369,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541369,ECellEquipmentFunction=3",0,1850.0,0,541369,1,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0A,4104,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,540823,540823,49,龙川新金马酒店F,龙川新金马酒店F,龙川新金马酒店F_0,460-11,460-11;460-01,1850.0,3,20M,373,33808,FDD,0,1,0,5,1,8.150.16.19,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,302,49.0,48.9,18.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=540823,EUtranCellFDD=2",ENBFunctionFDD=540823,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540823,ECellEquipmentFunction=2",0,1850.0,0,540823,1,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,8392712,4,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441652,541182,541182,16,东源久社接入网_LBBU4,东源久社接入网LBBU4,东源久社醒群_800M_0,460-11,460-11;460-01,874.2,5,10M,2,33806,FDD,0,1,0,5,1,8.150.13.131,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,346,49.0,48.9,21.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541182,EUtranCellFDD=1",ENBFunctionFDD=541182,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541182,ECellEquipmentFunction=1",0,874.2,0,541182,1,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16,BPN0,4104,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,540823,540823,50,龙川新金马酒店F,龙川新金马酒店F,龙川新金马酒店F_1,460-11,460-11;460-01,1850.0,3,20M,419,33808,FDD,0,1,0,5,1,8.150.16.19,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,302,49.0,48.9,18.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=540823,EUtranCellFDD=3",ENBFunctionFDD=540823,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540823,ECellEquipmentFunction=3",0,1850.0,0,540823,1,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,8392712,4,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441651,540969,540969,55,市区白田支局BBU5,市区高新三甲LF,河源市区_科贸学校C栋宿舍楼室分4号楼梯间_1.8G_0,460-11,460-11;460-01,1867.5,3,15M,122,33802,FDD,0,1,0,5,1,8.150.8.170,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,428,49.0,47.7,18.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=540969,EUtranCellFDD=9",ENBFunctionFDD=540969,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540969,ECellEquipmentFunction=9",0,1867.5,0,540969,1,"Equipment=1,Rack=59,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441651,541003,541003,52,紫金县紫城镇零零壹F,紫金县紫城镇零零壹F,紫金紫城永泰路中_1.8G_0,460-11,460-11;460-01,1850.0,3,20M,260,33804,FDD,0,1,0,5,1,8.150.17.165,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,348,49.0,48.9,18.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541003,EUtranCellFDD=7",ENBFunctionFDD=541003,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541003,ECellEquipmentFunction=7",0,1850.0,0,541003,1,"Equipment=1,Rack=57,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPL1,3,1,2,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441651,541196,541196,48,龙川家和小区15栋、13栋、8栋室分外引F,龙川家和小区15栋、13栋、8栋室分外引F,龙川家和小区15栋、13栋、8栋室分外引F_0,460-11,460-11;460-01,1850.0,3,20M,474,33808,FDD,0,1,0,5,1,8.150.16.52,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,144,49.0,45.9,15.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541196,EUtranCellFDD=1",ENBFunctionFDD=541196,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541196,ECellEquipmentFunction=1",0,1850.0,0,541196,1,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,8392712,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441652,540982,540982,49,龙川霍山分馆LF,龙川霍山分馆LF,龙川霍山分馆LF_1,460-11,460-11;460-01,1850.0,3,20M,88,33808,FDD,0,1,0,5,1,8.150.16.27,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,434,49.0,48.9,18.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=540982,EUtranCellFDD=2",ENBFunctionFDD=540982,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540982,ECellEquipmentFunction=2",0,1850.0,0,540982,1,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,8392712,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
